job_title,company_name,job_location,job_description,company_rating
Statistician-Data Analyst-Summer Intern Associate Development Program 2020,FIS Global,"Saint Petersburg, FL 33716","Position Type
Full time - Temporary
Type of Hire
Requisition will be sent to PeopleFluent
Experience Desired
Education Desired
Bachelor of Science
Travel Percentage
0%
Job Description
Are you curious, motivated, and forward-thinking? At FIS you’ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.
Join the 2020 Associate Development Summer Internship Program today!
As a 2020 Summer Intern with FIS, you will have the opportunity to participate in team projects, community service activities, social events, professional development seminars and work alongside team mentors. This is a full time (40hrs/week) paid internship that will begin on June 8, 2020 and conclude on August 14, 2020.
About the team
We are a group of data scientists that leverage machine learning, statistical modeling, and quantitative analysis. We range in experience from members who have just graduated from school to 20+ year industry veterans
What you will be doing
You will employ machine learning and statistical modeling to create and enhance data driven products
You will analyze client data to develop optimal strategies and show value of products
You will create summaries of your work and present to internal and external stakeholders
You will be leveraging data science tools and languages such as SAS, Python, and R
What you bring:
Masters or PhD candidate (graduating December 2020 through May 2021)
Proficiency in data science tools
Strong written and communication skills
Adaptability, a drive to learn, and strong problem-solving skills
Ability to work well independently and within a team
What we offer you
Competitive full-time paid summer internship
Opportunity to participate in projects that directly impact business value
The chance to work on some of the most challenging, relevant issues in financial services & technology
Time to support charities and give back in your community
A work environment built on collaboration, flexibility and respect
Privacy Statement
FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.
EEOC Statement
FIS is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, marital status, genetic information, national origin, disability, veteran status, and other protected characteristics. The EEO is the Law poster is available here supplement document available here
For positions located in the US, the following conditions apply. If you are made a conditional offer of employment, you will be required to undergo a drug test. ADA Disclaimer: In developing this job description care was taken to include all competencies needed to successfully perform in this position. However, for Americans with Disabilities Act (ADA) purposes, the essential functions of the job may or may not have been described for purposes of ADA reasonable accommodation. All reasonable accommodation requests will be reviewed and evaluated on a case-by-case basis.
Sourcing Model
Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.",3.5
AWS Data Engineer,Amgen,"Tampa, FL 33602","Would you like to take your data engineering skills and help deliver the world's most advanced and life-changing biotech medicines? If you are excited to work on latest and greatest technology stack, we are looking for you. The Associate will work with some of the brightest minds in the industry and get opportunities to solve some of the most challenging business problems. At Amgen, your work will improve the lives of millions of patients around the world.
Amgen is seeking an AWS Software Engineer at our Tampa office to join the Global Commercial Operations Information Systems group. The resource will be part of the Marketing product team to deliver technology services and solutions that achieve Amgen’s Patient & Health care provider marketing services strategies and business goals including insights and analytics on the Pulse Engage platform. Partners with the US Sales and Marketing teams to deliver solutions that engage our customers. This role will service US Business Operations. The ideal candidate will build, orchestrate and deploy applications in AWS RDS, Databricks, Jenkins & Airflow in continuous integration/continuous deployment using Agile methodology.
In this role, you will be crafting and building secure, scalable applications on AWS RDS, Databricks and Airflow by working with other Platform/Product Owners and within the broader technology team to develop products aligned with standard methodologies. Will be required to stay abreast to the AWS products roadmap and capabilities, provide feedback to and develop standard methodologies, optimize engineering or release processes.
Responsibilities:
Apply knowledge of basic principles, methods and practices to simple and moderately complex assignments
Be a key team member in design and development of the Marketing product team
Build applications using Python, SQL, Databricks and AWS
Proactively identify and implement opportunities to automate tasks and develop reusable frameworks
Participate in efforts to design, build, and develop rapid Proof-of-Concept (POC) solutions and services
Understand web services, data modelling, RDMS, SQL and enterprise application integration concepts, including experience with enterprise integration tools (ESBs and/or ETL tools), and common integration design patterns with enterprise systems (e.g. Salesforce, MDM etc.)
Working understanding of Agile, Scrum, Design Thinking, and Lean Startup principles
Basic Qualifications:
Bachelor’s degree
Or
Associate’s degree and 4 years of Information Systems experience
Or
High school diploma / GED and 6 years of Information Systems experience
Preferred Qualifications:
Ability to learn quickly, be organized and detail oriented
Proficient in one of the coding languages (Python, Java, Scala)
Hands on experience writing SQL using any RDBMS (Redshift, Postgres, MySQL, Teradata, Oracle, etc.)
Understanding of database schema design
Familiar with AWS Services like EC2, S3, Redshift/Spectrum, Glue, Athena, RDS, Lambda, and API gateway
Familiar with software DevOps CI/CD tools, such Git, Jenkins, Linux, and Shell Script
Understanding of Spark, Hive, Kafka, Kinesis, Spark Streaming, and Airflow
Understanding of REST, HTTP, MQ, JSON and XML
Our culture is what makes Amgen a special place to work. We have a powerful shared purpose around our mission – to serve patients. We respect one another, recognize contributions, and have embedded collaboration, trust, empowerment and inclusion in all that we do.
We equip all our staff members to live well-rounded, healthy lives. Most recently, Amgen added benefits for transgender employees and continues to pride itself on industry-leading, family-friendly offerings for families of all compositions.
Amgen focuses on areas of high unmet medical need and uses its expertise to strive for solutions that improve health outcomes and dramatically improve people’s lives. A biotechnology pioneer since 1980, Amgen has grown to be one of the world’s leading independent biotechnology companies, has reached millions of patients around the world and is developing a pipeline of medicines with breakaway potential.
Join Us

If you're seeking a career where you can truly make a difference in the lives of others, a career where you can work at the absolute forefront of biotechnology with the top minds in the field, you'll find it at Amgen.

Amgen, a biotechnology pioneer, discovers, develops and delivers innovative human therapeutics. Our medicines have helped millions of patients in the fight against cancer, kidney disease, rheumatoid arthritis and other serious illnesses.

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other but compete intensely to win. Together, we live the Amgen values as we continue advancing science to serve patients.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.",4.099999904632568
Data Science Lead Analyst (VP),CITI,"Tampa, FL","The primary role of the Lead Data Scientist is to perform strategic level data research and analysis in support of cyber security. The position entails strategic innovation as well as a focus on efforts to re-engineer inefficient and/or ineffective data driven processes resulting in lower costs. Key to this function is the ability to provide Subject Matter Expertise (SME) in data intelligence. The Lead Data Analyst will also be expected to provide leadership within the team and to manage relationships with senior management.
This Lead Data Scientist will be a member of the Technology, Data and Analytics Group/Data Intelligence and Analysis Team and will support strategic data analytics initiatives/innovation. The Lead Data Analyst will use data to identify otherwise unknown potential threats to Citi. Key to this position is a demonstrated depth of understanding of advanced analytical and statistical methods, data manipulation, ability to research and develop methods from academia/other industries. Fundamentally, the Lead Data Scientist will develop creative, innovative, data-driven solutions to reduce costs and protect Citi from potential threats.
Role/Responsibilities:
Serve as a Lead Data Scientist leading and supporting strategic-related initiatives
Perform data research and analytical tasks in support of Cyber security risks
Use appropriate tools and techniques to analyze a variety of data sources
Be a key player in the development of innovative methods for detection of joint threats
Develop partnerships to provide opportunities for more efficient solutions to various data, system, and applications issues resulting in lower costs
Perform ad hoc requests as needed.
Qualifications:
Bachelor’s Degree or equivalent work experience
6+ years of relative work experience
Lead Data Scientist should have the right balance of problem solving abilities, technical hands-on data analysis skills, financial business knowledge, and intellectual curiosity that are essential for knowledge discovery tasks.
Demonstrated solution development ability in a data and analytics setting. Candidate must be able to research, conceive and offer/implement solutions that are unique and different from existing methods
The ability to adapt to the ever changing threat landscape, including threats to Citi’s information infrastructure (including environments such as Hadoop), Citi businesses, data management languages, schema, analytics tools, etc.
Powerful data analytical skills
Knowledge of advanced methods such as Network Analysis, various modeling techniques, cluster/factor analysis techniques, forensic techniques
Ad hoc prototyping skills using multiple techniques to solve a myriad of business scenarios
Proficiency with data management languages (e.g., SAS, R, Python, etc.)
Extensive knowledge of relational databases such as Oracle, SQLServer, and Data Marts, Data Warehouses, and Big Data architecture. Expert level proficiency with analytical tools required in these environments.
Extensive working knowledge of internal Citi systems is preferable
Excellent verbal and written communication skills
Ability to adjust to changing focus and/or priorities as well as the ability to successfully multi-task as needed and set priorities as needed
Mature, self-starting, self-motivating, and capable of making decisions independently
-
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US
-
Time Type :Full time
-
Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity .
To view the ""EEO is the Law"" poster . To view the EEO is the Law Supplement .
To view the EEO Policy Statement .
To view the Pay Transparency Posting .",3.9000000953674316
Workforce Management Analyst,AdventHealth Corporate,"Altamonte Springs, FL 32714","Description
Workforce Management Analyst AdventHealth CorporateLocation Address: 893 Hope Way Altamonte Springs, Florida 32714Top Reasons To Work At AdventHealth CorporateGreat benefits
Immediate Health Insurance Coverage
Career growth and advancement potentialWork Hours/Shift:
Full-Time, Monday ? FridayYou Will Be Responsible For:Provide ongoing operational analysis of call center operations, advance planning and scheduling while identifying and implementing changes as necessary to improve the level of quality and efficiency as measured by key business indicators (cost per call, cost per member, service level, occupancy, etc.)
Identifying and partnering with the Navigation center team to implement innovative labor management practices.
Work with the Member Solution Center leadership team to provide analytical support and recommendations for staffing resources to meet objectives such as service levels, occupancy, cost per call, etc.
Work with Member Solution Center Director and senior management to accurately forecast call volumes, analyze historical call volume; project budgetary expenses, determine future costing and assist with training and new hire numbers.
Analyze call center performance history to determine optimum off production activities as well as shrinkage and occupancy goals.
Balance multiple priorities with little or no direction
Works with Customer Service management to ensure agent adherence and/or conformance to schedules.
Accurately inputs schedule changes received through the call out line or exception reporting.
Prepares Time Utilization, Adherence/Conformance, and weekly scheduling reports.
Analyzes daily call trends and alerts Workforce Management Analyst to needed staffing updates.
Responsible for daily, weekly and monthly call center reports which highlight call center performance (Call Volume, Service Level, Average Handle Time, Abandon % and Average Speed to Answer)Qualifications
What You Will Need:
Bachelor?s Degree in Business or Data Science field
3-5 years prior experience in a Call Center Operations environment
Call management experience
Knowledge of Call Center management best practices
Strong Functional analytical skills (budgeting, costing, etc.)Job Summary:The Workforce Management Analyst works to improve workforce management effectiveness by scheduling, budgeting and forecasting. They will also implement and optimize the usage of Workforce Management tools within a Contact/Customer Service Center environment. Provides daily and weekly scheduling and real time monitoring support for Customer Service. Tracks and analyzes data to support executive management staffing decisions. Responsibilities include daily monitoring of Workforce management applications. Post analysis evaluation of agent statistics and reporting relating to the above programs. Responsible for updating daily agent exceptions and payroll system.
This facility is an equal opportunity employer and complies with federal, state and local anti-discrimination laws, regulations and ordinances.",3.9000000953674316
Machine Learning Engineer,CHEP,"Orlando, FL 32808","Brambles companies, including CHEP, help move more goods to more people, in more places than any other organisation on earth. Our 330 million pallets, crates and containers are continuously in motion, forming the invisible backbone of the global supply chain and the world’s biggest brands trust us to help them transport their goods more efficiently, sustainably and safely. As pioneers of the sharing economy, Brambles created one of the world's most sustainable logistics businesses through the share and reuse of its platforms under a model known as ‘pooling’. Brambles primarily serves the fast-moving consumer goods (e.g. dry food, grocery, and health and personal care), fresh produce, beverage, retail and general manufacturing industries. The Group employs more than 10,000 people and operates in over 60 countries with its largest operations in North America and Western Europe. For further information, please visit www.brambles.com.
Job Description
POSITION PURPOSEDedicated to delivering Machine Learning projects within the CHEP Supply Chain.Dedicated to driving industry and market exploration into Machine Learning capabilities, assessing, leading feasibility study and applications of how it can be used in CHEP to further enhance our platform inspection capability across all CHEP platforms.
MAJOR / KEY ACCOUNTABILITIESDelivery of at least 2 Machine Learning projects per year for CHEP business across all platformsDemonstrate an ongoing understanding of Machine Learning technologies in current marketplace and how they can be applied to the CHEP businessResearch and on-board of technology suppliers for machine learning development and those that work in Machine Learning applications.Manage and lead Machine Learning development capital initiatives to support the technology developmentFacilitate and lead data gathering efforts and support testing during validation process
MEASURESDelivery of Machine Learning projects based on strategy and business need.
SCOPECountries: Global to all CHEP Pallet business unitsSuppliers: Minimum of 2
AUTHORITY / DECISION MAKINGDeliver value added machine vision projects corporately.Plan and deliver capital projects in excess of $100K in company assets.
CHALLENGESUtilizing existing hardware and images in addition to new image data gathering techniques to produce innovative image analysis models and algorithms.Development of ML approaches that improve the speed and accuracy of image algorithm development for inspection and quality control methods.
KEY CONTACTS
Process Engineering, including existing machine vision development team, Operations and Quality team
External:
External Technology Development and Data Annotation Suppliers
QUALIFICATIONSMS or PhD in Computer Science, Engineering, Mathematics or Statistics, with specialization in machine learningProficient in Python or C/C++Proficiency in CV/ML libraries (OpenCV, Scikit-learn, Numpy, Pandas)Proficiency in Deep Learning frameworks (Tensorflow and Keras)Proficiency in implementing deep learning architectures for Image classification, Object detection and Object segmentationDemonstrated experience in scientific research related to Computer vision and Deep learningScientific thinking and the ability to invent, implement, and lead technology developments in the field of computer vision and machine learning.Solid software development experience.Excellent written and spoken communication skills.
EXPERIENCEMinimum of 3 years of industrial experience in developing Computer Vision and Deep Learning applications in PythonExperience in multi-facility, international organizations desiredExperience in a diverse multi-cultural corporate environment desiredSuccessful delivery of machine learning applications to internal or external customers
SKILLS AND KNOWLEDGESStrong Python/C++ programming capabilitiesScientific understanding of Computer Vision algorithms and Deep learning architecturesAbility to read scientific publications, understand and implement proposed solutionProject ManagementLeadership: Ability to operate with little supervision and can make presentations at leadership level.Self-driven and strong problem-solving skillsTeam workStrong analytical skills and process focus
Desirable:Publications in top CV conferences and Journals (CVPR, ICCV, ECCV, NIPS, ICML, PAMI, etc.)Proficiency in Activity recognition and Object tracking3D image algorithms experienceAbility to work in a Matrix Organization
LANGUAGES
English
Desirable: Spanish
Preferred Education
Masters
Preferred Level of Work Experience
3 - 5 years
We are an Equal Opportunity Employer and we are committed to developing a diverse workforce in which everyone is treated fairly, with respect, and has the opportunity to contribute to business success while realizing his or her potential. This means harnessing the unique skills and experience that each individual brings and we do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state, or local protected class.
Individuals fraudulently misrepresenting themselves as Brambles or CHEP representatives have scheduled interviews and offered fraudulent employment opportunities with the intent to commit identity theft or solicit money. Brambles and CHEP never conduct interviews via online chat or request money as a term of employment. If you have a question as to the legitimacy of an interview or job offer, please contact us at recruitment@brambles.com.",3.5
Lead Data Science/Engineer,Factspan Analytics,"Orlando, FL","Must Have Skills:
Excellent SQL experienceData Engineering experience in python ( numpy , pandas etc)Experienced with different components of Hadoop ecosystem, like Spark, Kafka, Hive, HDFSDocument technical design specifications explaining how business and functional requirements are met. Document operations run book procedures with each solution deploymentAssess risk of various technical approaches to solving their problem to drive prioritization of workGood presentation skills
Good to have skills:
Develop and deploy data solutions on AWS platform, proficient in Amazon dockersExperience Levels: 7 to 10 years",NA
Data Engineer,flexEngage (formerly flexReceipts),"Orlando, FL 32801","Data EngineerflexEngage (formerly flexReceipts) is an innovative, retail technology startup based in Orlando,Florida. The company is a graduate of the prestigious business accelerator YCombinator and is well funded by strong VC firms, including Point Judith Capital, Synchrony Financial, and venVelo.We are growing and flexEngage is out to hire an outstanding Senior Data Engineer. As a Senior DataEngineer at flexEngage, you’ll be working with the world’s largest dataset of offline customer behavior to build next-generation data products for brick-and-mortar retailers.Over the past three years, we’ve proven and scaled a simple but powerful product for the nation’s brick-and-mortar retailers: digital receipts. This has enabled us to amass the world’s largest dataset of offline, product-level customer behavior. Mastercard and VISA wishes they had the data we do.Now, with hundreds of millions of transactions across 10,000+ stores, we’re envisioning what the future of data-driven products for modern retail looks like. If you’re the kind of person interested in working with bleeding-edge data that no one else has, we’d love to have you with us on this adventure.COMPANY BACKGROUNDflexEngage helps retailers transform standard transactional communications (receipts, order and ship notifications, packing slips, etc.) into dynamic, personalized engagement channels that drive loyalty and revenue. The company powers the transactional communications for retailers includingMichael Kors, Under Armour, Aldo, GNC and Oakley. Rather than sending customers standard transaction information, flexEngage enhances every post-purchase touchpoint with deep personalization enabling a seamless brand experience, improved engagement with shoppers and incremental sales.DUTIES AND RESPONSIBILITIESTasks include, but are not limited to:Design, develop and maintain a highly reliable, highly scalable data warehouse and pipelines to store, move and transform data without reinventing the wheel.Define data integrity and performance SLAs and develop and implement logging, testing and continuous monitoring strategies to enforce SLAs.Partner with business, data and engineering teams to build foundational datasets that are trusted, well-understood, aligned with business strategy and enable self-service.Identify, document and promote best practices for engineering, product and business teams that maximize the value of our unique data.Develop and drive security protocols for data at rest and in transit that meet regulatory, contractual and ethical obligations while balancing business needs.QUALIFICATIONS AND EXPERIENCE5+ years of experience working in data architecture, data modeling, data pipelines, master data and metadata management.Proven experience with key big data paradigms (e.g. MapReduce, data warehouses & lakes) and technologies ( e.g. AWS Redshift, AWS EMR-Hadoop/Spark, Airflow).Proven track record in writing, debugging and optimizing ETL jobs in a distributed data framework (e.g. Hadoop, Spark).3+ years of experience with Java, Python and/or Scala. You’ll be writing production code.Bachelor’s degree in Computer Science, Engineering or a related field, or equivalent work experience.Excellent written and verbal communication and interpersonal skills, and ability to effectively collaborate with technical and business partners.CHARACTER TRAITSThe candidate’s character traits will be the most important aspect evaluated. Carefully study the following list to ensure that you are a good fit.Resilient and persistent. Has a sense of urgencyGreat attitude; passionate, high energy, optimistic, positiveHard-working, self-motivated, does not need a lot of direction, independentGood listenerOrganized, thorough, detail oriented, process orientedCreative, out of the box thinkerCollaborative and PersonableFlexible; willing to adapt.COMPENSATIONflexEngage offers a competitive compensation plan in line with the candidate’s experience and ability to drive results at target retailers. Compensation consists of an annual base salary, stock options,401k, and health benefits.WHY YOU’LL LOVE WORKING WITH USCareer mentorshipPassionate foundersOpportunity to create something – be part of an early stage startup in a fun industryOpportunity to make a difference – your work will truly matterGreat personal upside potential – in learning, earnings, and future exit potentialYour voice will matter!FLEXENGAGE.COMAdditional Job DetailsEditAdditional Compensation: BonusesWork Location: One location, Remote options availableBenefits: Health insurance, Dental insurance, Vision insurance, Retirement plan, Signing bonus, Paid time off, Flexible schedule, Relocation assistanceThis Job Is: A job for which military experienced candidates are encouraged to apply, A job for which all ages, including older job seekers, are encouraged to applyJob Type: Full-timeSalary: $100,000.00 to $150,000.00 /hourExperience:AWS: 3 years (Required)Data Engineering: 3 years (Required)SQL: 3 years (Required)Java or Python or Scala: 3 years (Required)Education:Bachelor's (Preferred)Location:Orlando, FL 32801 (Required)Work authorization:United States (Required)Additional Compensation:BonusesWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planSigning bonusPaid time offFlexible scheduleThis Job Is:A job for which military experienced candidates are encouraged to applyA job for which all ages, including older job seekers, are encouraged to applyA job for which people with disabilities are encouraged to apply",NA
Business Analytics Senior Analyst,Equinix,"Tampa, FL","Business Analytics Senior Analyst
Equinix is one of the fastest growing data center companies, growing connectivity between clients worldwide. That’s why we're always looking for creative and forward thinking people who can help us achieve our goal of global interconnection. With 200 data centers in over 24 countries spanning across 5 continents, we are home to the Cloud, supporting over 1000 Cloud and IT services companies that are directly engaged in technological innovation and development. We are passionate about further evolving the specific areas of software development, software and network architecture, network operations and complex cloud and application solutions.
At Equinix, we make the internet work faster, better, and more reliably. We hire talented people who thrive on solving hard problems and give them opportunities to hone new skills, try new approaches, and grow in new directions. Our culture is at the heart of our success and it’s our authentic, humble, gritty people who create The Magic of Equinix. We share a real passion for winning and put the customer at the center of everything we do.
The Data & Analytics (DNA) team at Equinix is chartered with unlocking the power of data to drive decisions across our business. We are looking for a Senior Analyst to join the Insights Application team, a specialized function within DNA that uses a mix of business consulting, technical, and implementation skills to help our senior executives solve the organization’s most strategic and highest priority challenges. You will work cross-functionally in testing, implementing, measuring and scaling analytics deliverables to inform critical business decisions through transformative analytics. You will be challenged to gather and analyze information, formulate and test hypotheses, and deliver insights through compelling presentations or visualizations. In this highly visible role, you will have the opportunity to present actionable insights to senior executives and guide important go-to-market decisions.
Responsibilities
Designs and develops state-of-the-art, data-driven exploratory analysis as well as predictive and decision models to solve business challenges. This includes the analysis of large amounts of historical data, experiments with different types of algorithms and models, data clean-up and filtering
Develops dashboards, presentations and supporting documents to present insightful findings in a visually compelling manner to help leadership understand root cause issues
Leads other data and analytics practitioners to adopt best practices in effectively gathering intelligence, improving data quality, identifying key market trends, and formulating compelling insights
Plays a key part in the ideation, analysis and publication processes of the quarterly business reviews – the authoritative bible on the health of our business that guides operating decisions
Champion use cases for data science, advanced statistical modeling and predictive analytics to drive deeper business impact
Qualifications
Bachelor’s degree in Statistics, Mathematics, Finance, Marketing or other quantitative fields preferred
5+ years of experience in management consulting, investment banking, equity research or related fields preferred
Expert knowledge in MS PowerPoint and Excel
Knowledge of programming languages (i.e. SAS/SQL/R, Visual Basic, Python) desired
Knowledge and experience working in the technology industry preferred
Successful candidates are:
Proactive and passionate : You are independently capable of seeking information, solving conceptual problems, corralling resources, and delivering high quality results in challenging situations
High-energy, team-first attitude : You are motivated to work collaboratively in a fast-paced, ever-changing environment to help our growing business
Deep business acumen : You will command a deep understanding of the business questions that need to be answered through analytics
Highly analytical : You have strong experience decomposing and solving real world business problems through relevant data and analytical frameworks
Creative with data visualization : You can synthesize complex ideas and large amounts of data into compelling stories through elegant yet powerful visuals
Equinix is an equal opportunity employer. All applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.",3.700000047683716
"Implementations Analyst, Senior","Fiserv, Inc.","Lake Mary, FL","What does a great Implementations Programmer do?
 As an Implementations Programmer, Senior, you will provide conversion support to banks and credit unions by creating mapping data requirements for moving source data from donor systems into DNA. You will code stored procedures, map business logic, perform quality assurance testing, generate reports, and conduct data analysis to ensure accuracy of data and DNA functionality. The Implementations Analyst, Senior position is a client facing role where professional communication and consultative support is required on every project.
Basic Qualifications for Consideration: Required Qualifications:
Education:
Bachelor’s Degree in Computer Science, Engineering, Data Science, Mathematics, Finance, Business Administration or equivalent work experience.
Job Related Experience:
Proficient in PL/SQL and SQL, this includes the development of database objects, including editing stored procedures, as well as writing functions, packages and triggers
Ability to validate programming results against requirements and donor data
Demonstrated ability to analyze and interpret data, as well as lead discussions on business and technical topics
Experience working with Oracle databases and/or relational databases in an implementations environment
Strong knowledge of lending and/or customer demographic terminology, process, policies, procedures, reporting, and regulations
Must be self-directed and willing to work under strict deadlines with precision and accuracy
Knowledge of programming standards, software development tools, and technical specification experience
Ability to coordinate multiple tasks to completion with minimal supervision and deliver on time sensitive project tasks
Excellent communication and interpersonal skills
Ability to multi-task and change direction in an ever-changing environment
Preferred Qualifications:
7+ years of experience in PL/SQL and SQL programming
5+ years of experience in system conversions and in a remote working environment
3+ years of hands-on, financial industry experience in conversion programming or software development for information technology, loan servicing, deposit operations, or EDW.
Experience working remotely
Travel Required:
Up to 25%
Occasional weekend and holiday work required
Work Environment:
Remote (telecommute) position
Who We Are: DNA from Fiserv offers financial services organizations account processing platforms to streamline operations, quickly adapt to changing business needs, and manage relationships in real-time and through all channels. The DNA Data Team provides the essential functions of converting client’s data from their existing systems to DNA for core account and surround processing for both full system conversions and merger. The DNA team also engages in extensive professional services projects for our existing client base.
Join Us! Fiserv has been named to FORTUNE® magazine’s 2019 list of World’s Most Admired Companies. This is the fourth consecutive year the company has been named to the list, which is a definitive benchmark of corporate reputation.
""Our people are the foundation upon which this recognition is based and I'm very proud of their commitment to client excellence. Their dedication to serving our clients each day is what makes Fiserv one of the most admired companies in the world."" - Jeffery Yabuki, President and Chief Executive Officer
Fiserv is an Equal Opportunity Employer/Disability/Vet.",3.4000000953674316
Senior Python Developer /Data Integration Engineer (#1040),apLumina,"Lake Buena Vista, FL 32830","Description: This role is with our client, a Global Entertainment / Media Enterprise.This role requires the build out of data integration code using Python to support new development for network application for data and analytics environment.Basic Qualifications: Candidate must have prior experience with coding in Python for data integration and broad experience with SQL, database design, and Amazon Web Services AWS S3.Responsibilities: Design, modifies, develops, writes and implements software for programming applications.Must be able to verify that data created by the new process balances back to the source and / or communicate reasons for discrepancies.Required Education: Requires a Bachelor degree in Computer Science, Mathematics, Engineering, Economics, Business Analytics, or other quantitative field.Additional Notes: .Role has a strong possibility to go full 18 months and eventually convert to full time for the right candidatePython and writing SQL (Hands on experience) are the must have skills. Person has to be great at it with practical industry experience and not just any school college projects.Postgres or PostgreSQL (same thing) is great to have but not required. Experience with any RDBMS is OKData Integration / Data Transformation / ETL experience using Python and SQL is requiredCandidates who has used Python only for web applications will be rejected.Experience with database design is very good to have.AWS S3 experience not required but good to have (preferred) . Any other type of cloud experience in OK as well.Docker / Kubernetes experience is also good to have (Dockers preferred) but not required. Having DOCKER experience would be better than the cloudCandidates from bigger companies (enterprises) preferred. Generally people from big phone companies like Verizon, TMobile or big financial institutions where they may have dealt with huge amounts of data are preferred.Requirement Gathering, being a self starter are good soft skills to have.Some of the areas that Interview questions may focus is Filtering using Python, SQL related Questions and Docker/Airflow related Qs.Manager has a strong Scrum background but the team is still Waterfall based so someone with Agile/Scrum background will really help him transition the team slowly towards Agile/Scrum approach to development.Team is evaluating Snowflake DB so this will be a great opportunity for someone to learn Snowflake on job on a great project.NO H1-B sponsorship available for this role.H4, L2, TN Visas, EADs are OK.Only candidates who agree to work on apLumina's W2, need to apply.No third party candidates.Job Types: Full-time, ContractSalary: $55.00 to $65.00 /hourEducation:Bachelor's (Required)Work authorization:United States (Required)Application Question:Will you need a visa to work?Contract Length:7 - 11 monthsMore than 1 yearAdditional Compensation:TipsWork Location:One locationBenefits:Health insuranceVisa Sponsorship Potentially Available:No: Not providing sponsorship for this jobThis Job Is:A job for which all ages, including older job seekers, are encouraged to applyA job for which people with disabilities are encouraged to apply",NA
