job_title,company_name,job_location,job_description,company_rating
HRIS Analyst,Greater Orlando Aviation Authority,"Orlando, FL 32827","POSITION SUMMARY:Perform day-to-day input of changes to process reports in the HRIS for system updates and payroll purposes; maintain interface for payroll transmissions and data integrity for synchronization of HR systems. Generate and analyze data to create accurate reports and perform statistical analysis, forecasting, and other functions useful to strategic management of the Human Resources operations. Provide end user support for Talent Management System. Assist in the evaluation of new Human Resources Information System (HRIS) applications, and upgrades and enhancements to existing systems. Assist with the coordination and administration of Retirement Benefits.MINIMUM REQUIREMENTS:Bachelors degree in Information Systems, Human Resource Management, Public or Business Administration, or a closely related field and two (2) years of professional experience in system administration and maintenance of Human Resources computer systems with HRIS experience, or an equivalent combination of education, training, and experience. Human Resources experience in multiple disciplines required. Experience with Oracle HR, ADP Workforce Now and Cornerstone On Demand Talent Management Suite preferred.General knowledge and understanding of Human Resources practices and procedures.Specific knowledge in HRIS, HR processes, data entry and analysis, and other data-related areas of the Human Resources function.Extensive knowledge of and ability to use standard PC equipment and software, including Oracle, ADP, report writing systems, Microsoft Word, Excel and Access applications.Must have the ability to type and input data quickly and accurately, use word processing and other personal computer and office equipment skillfully.Must have excellent oral and written communication skills. Ability to maintain professionalism and diplomacy at all times while interacting with the public and Aviation Authority management and employees.Must have a high degree of attention to detail.Must be able to effectively prioritize workload and work effectively with interruptions and changing priorities.Job Type: Full-timeSalary: $51,708.80 to $67,995.20 /yearExperience:Oracle HR: 2 years (Preferred)ADP Workforce Now: 2 years (Preferred)Cornerstone On Demand TMS: 2 years (Preferred)HRIS: 2 years (Required)Human Resources: 2 years (Required)Education:Bachelor's (Preferred)License:Florida Driver (Preferred)Work authorization:United States (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleProfessional development assistanceTuition reimbursementSchedule:Monday to FridayNo weekendsDay shift8 hour shift",NA
Business Analyst (Medicaid),Wellcare,"Tampa, FL 33634","At WellCare, we are a passionate team with a strong mission and a focused purpose: to serve our members and local communities in which they live while helping them lead better, healthier lives. Our culture is one of empowerment, teamwork and commitment as we all work together to deliver cost-effective solutions that create positive outcomes for our members. Join us in a career that inspires passion and purpose across all levels and disciplines within our award-winning organization.
Location: Tampa, FL (Henderson Rd.)
Department: HS-Quality & Analytics
Reports to: Director, Quality Improvement
Identifies and recommends operational improvement opportunities through reporting, process and trend analysis. Develops ad-hoc reports for data analysis to support initiatives. Interacts with Management to recommend next-level operational strategies.
Essential Functions:
Develops ad-hoc reports to conduct data analysis and validation.
Researches methodologies and conducts metric reporting.
Analyzes trends to recommend process and/or operational improvements.
Prepares detail and summary level reports including written interpretation of analytic results.
Presents results to management, including data-driven business recommendations and alternatives.
Evaluates financial impact of implemented initiatives.
Performs other duties as assigned.
Additional Responsibilities:
Candidate Education:
Required A High School or GED
Preferred A Bachelor's Degree in a related field
Candidate Experience:
Required 2 years of experience in strong analytics, preferably healthcare
Candidate Skills:
Intermediate Demonstrated written communication skills
Intermediate Demonstrated interpersonal/verbal communication skills
Intermediate Ability to analyze and interpret financial data in order to coordinate the preparation of financial records
Intermediate Ability to work as part of a team
Intermediate Ability to work independently
Intermediate Ability to work in a fast paced environment with changing priorities
Intermediate Demonstrated organizational skills
Intermediate Other Ability to remain calm under pressure
Intermediate Other Ability to work overtime as required
Technical Skills:
Required Intermediate Microsoft Outlook
Required Intermediate Microsoft Word
Required Intermediate Microsoft PowerPoint
Required Advanced Microsoft Excel
Required Advanced Microsoft Access
Preferred Intermediate SQL Server System
Preferred Intermediate Sidewinder
Preferred Beginner Statistical Analysis Systems (SAS)
Preferred Intermediate Unix Operating System
Preferred Intermediate Other Knowledge of Crystal, Diamond, Cognos
Preferred Intermediate Other Knowledge of PC environment
Preferred Intermediate Oracle Database Management System (DBMS)
Preferred Beginner Other TabLeau
Preferred Beginner Statistical Analysis Systems (SAS)
About us
Headquartered in Tampa, Fla., WellCare Health Plans, Inc. (NYSE: WCG) focuses primarily on providing government-sponsored managed care services to families, children, seniors and individuals with complex medical needs primarily through Medicaid, Medicare Advantage and Medicare Prescription Drug Plans, as well as individuals in the Health Insurance Marketplace. WellCare serves approximately 5.5 million members nationwide as of September 30, 2018. WellCare is a Fortune 500 company that employs nearly 12,000 associates across the country and was ranked a ""World's Most Admired Company"" in 2018 by Fortune magazine. For more information about WellCare, please visit the company's website at www.wellcare.com. EOE: All qualified applicants shall receive consideration for employment without regard to race, color, religion, creed, age, sex, pregnancy, veteran status, marital status, sexual orientation, gender identity or expression, national origin, ancestry, disability, genetic information, childbirth or related medical condition or other legally protected basis protected by applicable federal or state law except where a bona fide occupational qualification applies. Comprehensive Health Management, Inc. is an equal opportunity employer, M/F/D/V/SO.",3.5
Data Analyst,Barbaricum,"Tampa, FL","Data Analyst
Tampa, FL
Cyber / Intelligence
Contract
Apply for this job
Barbaricum supports government clients with Integrated Communications, Mission Support, and Cyber Security/Intelligence. Our passion is innovation and we are committed to client value and effective technical solutions. We are an ISO 9001:2015-certified and CMMI Level 3 appraised, Service-Disabled Veteran-Owned Small Business (SDVOSB) located in Washington, DC. Our mission is to transform the ways the U.S. Government approaches problem sets of increasing complexity by delivering innovative solutions, particularly in support of National Security missions.

Barbaricum is one of the fastest-growing companies in our market. The company is routinely recognized by institutions like Inc. Magazine, GovCon, AMEC, PRSA, and SmartCEO for corporate growth, capabilities, and award-winning client work. Our team is dynamic and agile, providing global support to current missions across five continents. We are also focused on developing and maintaining our vibrant corporate culture, having been recently named a Best Workplace for 2017 by Inc. Magazine.Barbaricum is seeking a Data Analyst to provide support to a U.S. Special Operations Command (SOCOM) contract supporting a team responsible for evaluating and executing assessment strategies requiring: Collection of metrics to assess program effectiveness as it relates to both individual/team performance and the overall fulfillment of defined objectives; Data management including parsing, sanitizing, & restructuring data from various sources and combining them into specific formats; Use of operational details and intended outcomes to determine appropriate analyses and data requirements; Conduct analyses, summarize results, and write reports and presentations able to provide actionable insights to a lay audience.

Analysts will be a part of a team that will perform program assessment through quantitative analyses, produce internal and external reports, and develop new methods of assessment in response to changing reporting and operational requirements.
Responsibilities
Provide assessment through quantitative and qualitative analyses for CENTCOM portfolio
Evaluate and execute assessment strategies requiring collection metrics related to both individual and team performance and program objectives
Restructure data from various sources, and analyzing the data to provide actionable insights
Use Intermediate Excel skills to extract data from CSV & other delimited text formats, restructure data as needed (e.g., PivotTables, basic formulas), and update existing summary information (e.g., tables, graphics) for presentation to senior leadership
Collect and synthesize qualitative vignettes that provide support for data interpretations
Employ superior written communication to create meaningful stories by combining quantitative (e.g., correlation, trends over time) and qualitative data
Work with stakeholders to ensure assessment products have the appropriate focus and are providing an accurate representation of the environment
Qualifications
Active DoD Secret clearance required
Bachelor's degree or higher from an accredited university
Familiarity with basic statistical methods (e.g., GLM)
Intermediate Excel skills (e.g., PivotTables, formulas, create/update graphs)
Intermediate data analysis skills, including the ability to understand and work with structured data in standard (e.g., CSV, JSON) & nonstandard delimited formats and provide preliminary error checking (e.g., ensure correct parsing, missing values, valid data types)
Strong written and verbal communication skills
Preferred Experience & Qualifications
Master’s degree from an accredited university with a major in the Social Sciences (Political Science, Economics, Sociology, etc.), Business, or a related field
Experience supporting MISO/IO missions
Familiarity with basic principles of research design
Experience using SQL to manipulate & analyze data stored in relational databases (e.g., MS Access, PostgreSQL)
Ability to devise measurement strategy given a research question and existing data constraints
Familiarity working with unstructured data
Familiarity with advanced analytics (e.g., SNA, NLP, ML)
Ability to construct a logic model breaking down complex processes into key components
Familiarity with data visualization including experience with common visualization software (e.g., R, Tableau)
Additional Information
For more information about Barbaricum, please visit our website at www.barbaricum.com. We will contact candidates directly to schedule interviews. No phone calls please.",3.4000000953674316
Quality Improvement Business Analyst,WellCare,"Tampa, FL 33634","At WellCare, we are a passionate team with a strong mission and a focused purpose: to serve our members and local communities in which they live while helping them lead better, healthier lives. Our culture is one of empowerment, teamwork and commitment as we all work together to deliver cost-effective solutions that create positive outcomes for our members. Join us in a career that inspires passion and purpose across all levels and disciplines within our award-winning organization.
Location: Tampa, FL
Department: HS-Quality & Analytics
Reports to: Sr Dir, Quality Improvement
Identifies and recommends quality improvement opportunities through reporting, process and trend analysis to support Quality initiatives. Guides key quality improvement initiatives through shared services and the markets to improve WellCare’s Quality position.
Essential Functions:
Responsible for monitoring and reporting on the status of departmental projects: Anticipates and identifies issues that could inhibit achieving the project goals and objectives, and implementing corrective actions and mitigation strategies.
Analyzes key metrics, such as top diagnoses, clinical procedures, and operational performance, to enable the development of sound and valid recommendations regarding and prioritization of clinical and service improvement initiatives.
Analyzes, updates, and modifies procedures and processes to continually improve QI operations.
Collects and summarizes performance data and identifies opportunities for improvement.
Serves as knowledge expert for assigned quality improvement activities.
Monitors and analyzes outcomes to ensure goals, objectives, and desired outcomes are achieved.
Pursues methods to ensure receipt of data required for trending and reporting of various QI work plan metrics, performs adequate data/barrier analysis, develops improvement recommendations, and deploys actions as approved.
Assists in activities to prioritize clinical and service improvement initiatives.
Participates in various QI committees and work groups convened to improve process and/or health outcomes, and contributes meaningful detail, based on functional knowledge. Completes follow-up as assigned.
Conducts business analysis and recommends solutions to management as to course of action that best meets the organization's goals.
Monitors and tracks market progress on market specific activities and conducts the appropriate follow up as needed to ensure status updates are complete and accurate.
Develops market oversight meeting decks, compiling information from all necessary reports.
Administers and supports market oversight meetings and ensure appropriate follow up is completed.
Manages activities that cross multiple markets and departments for improvement in quality outcomes.
Administers and supports member/provider communications and strategy.
Performs other duties as assigned.
Additional Responsibilities:
Candidate Education:
Preferred A Bachelor's Degree in Healthcare, Nursing, Health Administration, Public Health or related field or equivalent work experience
Candidate Experience:
Required 2 years of experience in Quality Improvement or Business Analysis
Required 3 years of experience in a Healthcare delivery organization, such as managed care or hospital environment
Candidate Skills:
Advanced Demonstrated written communication skills
Advanced Demonstrated interpersonal/verbal communication skills
Intermediate Ability to multi-task
Intermediate Ability to work in a fast paced environment with changing priorities
Intermediate Ability to effectively present information and respond to questions from families, members, and providers
Intermediate Ability to identify basic problems and procedural irregularities, collect data, establish facts, and draw valid conclusions
Intermediate Knowledge of healthcare delivery
Intermediate Demonstrated time management and priority setting skills Ability to remain calm under pressure
Intermediate Ability to implement process improvements Ability to work overtime as requiredTechnical Skills:
Required Intermediate Microsoft Outlook
Required Intermediate Microsoft Word
Required Intermediate Microsoft Excel
Required Intermediate Healthcare Management Systems (Generic)
About us
Headquartered in Tampa, Fla., WellCare Health Plans, Inc. (NYSE: WCG) focuses primarily on providing government-sponsored managed care services to families, children, seniors and individuals with complex medical needs primarily through Medicaid, Medicare Advantage and Medicare Prescription Drug Plans, as well as individuals in the Health Insurance Marketplace. WellCare serves approximately 5.5 million members nationwide as of September 30, 2018. WellCare is a Fortune 500 company that employs nearly 12,000 associates across the country and was ranked a ""World's Most Admired Company"" in 2018 by Fortune magazine. For more information about WellCare, please visit the company's website at www.wellcare.com. EOE: All qualified applicants shall receive consideration for employment without regard to race, color, religion, creed, age, sex, pregnancy, veteran status, marital status, sexual orientation, gender identity or expression, national origin, ancestry, disability, genetic information, childbirth or related medical condition or other legally protected basis protected by applicable federal or state law except where a bona fide occupational qualification applies. Comprehensive Health Management, Inc. is an equal opportunity employer, M/F/D/V/SO.",3.5
Data Analyst,"Tabula Rasa HealthCare, Inc","Lake Nona, FL","The Data Analyst will support the TRHC’s medication risk stratification process. Activities include but are not limited to data collection, data cleaning and preparation, manipulation with large data sets, processing the medication risk stratification using webservice and generating the report. The candidate will be also involved in managing and prioritizing requests for risk stratifications and running program code. This person will work in collaboration with TRHC’s Sale & Marketing department as well as scientists in the TRHC Scientific Precision Pharmacotherapy Research & Development Institute (SPPRDI) to carry out quantitative analyses and participate in collaborative research projects. This is an exciting opportunity to be part of a high-impact clinical pharmacology team and collaborative setting.
TRHC SPPRDI is committed to the development of proprietary products, their validation and recognition by the scientific and regulatory communities to optimize medication regimen in order to improve patient outcomes, reduce utilization of various healthcare services, lower healthcare costs, and manage risk.
Primary Functions:
Point of contact for managing the medication risk stratification
Provides data analyst support, compiles and generates report for operations and business objectives associated with the TRHC medication risk stratification process.Prepares and cleans data from customers prior to analysis; assembles, manages and analyzes large dataset.
Collaborates and manages risk stratification requests following developed operation procedures.
Identifies and searches missing NCDs.Identifies data quality issues or errors and verifies the results.
Works with interdisciplinary teams of the R&D institute including research data analysts and clinical scientists, software engineer.
Maintains confidentiality and security with regard to data access.
Complies with all applicable regulations, maintains proper records in accordance with SOPs and policies.
Education and Experience:Bachelors degree in computer science, applied math, economics, engineering, epidemiology or related public health field or related experience
At least 2 years of experience in a relevant discipline.
Health care related experience.
Experience using one or more of the following: SQL, SAS, MATLAB or Python.
Specific Skills:Adept in basic data analysis using R, or proficient in other programming languages such as Javascript.
Understanding of general research objectives and overall research procedures.
Familiarity with research databases, data management of large databases including, but not limited to: Medicare databases from the CMS, insurance claims databases from private insurance companies, public use data files.
Ability to execute assigned project tasks within established schedule.
Ability to work collaboratively in a team environment.
Applicant should be organized, self-motivated and capable of working autonomously as well as in a collaborative environment.",NA
Data Analyst (Regular Full-time),Electronic Arts,"Orlando, FL","Quality Verification Data Analyst
The Data Analyst role, in Testing & QV organization, will assemble data from multiple sources, conducting analyses, performing research, working with different internal customers, designing and documenting analytical solutions, and compiling and presenting results, in graphical and written summaries, to a variety of audiences. You will build metrics reporting systems and for tracking process improvements across the organization. You will, managing multiple responsibilities and deadlines in an internationally based team. You are someone who combines solid technical skills with pride in excellence, who also shows the potential to grow into a client-facing consulting role and a consulting role (i.e. development of simulation models). Key Duties and Responsibilities
Conduct analysis using statistical software, databases, and spreadsheets (can write advanced macros and maintain complex spreadsheets)
Design and monitor important metrics, understanding causes of changes in metrics
Build and analyze live dashboards and reports
Develop scripts and queries to import, manipulate, clean, transform data from different sources
Assemble and maintain databases to empower operational and exploratory analysis
Create and operate scripted methodologies for generating analysis and reports.
Perform quality assurance on generated results to ensure accuracy and consistency
Prepare professional results in presentation and document format
Quality verification on final results for consistency and accuracy
Dealing with data providers in internal client organizations, specifically in the development of data requests, checking of data received, and follow up with data providers on data issues.
Deal directly with clients on projects involving technical methodologies
Present results to clients in a clear and respectful manner
Collect feedback
Project management and quality assurance of active projects
Skills and Knowledge Required
2 years minimum of professional experience in analytics
Data Analysis - Very good knowledge of R language, MS Excel mastery, including VBA, PivotTables, and array functions - or other similar tools used for discovering data patterns and correlations through statistical methods
Math including statistics, simulation, and optimization - Understanding of correlation, regression, classification and other statistical methods used to look at the data from different angles for use in prescriptive and predictive models
Experience working with large operational data sets, involving categorical data for solving classification problems, is a plus.
Expert data visualization techniques for charts and reports - Good knowledge of Tableau, and Power BI.
Database and SQL knowledge (nice to have programming skills HTML, Javascript, CSS, D3.js.)
Unstructured Data handling - Know best practices on how to stage unstructured data and model it to solve the problem at hand
Prepare professional documents and presentations using Microsoft Word and PowerPoint
Start and maintain partnerships between valuable customers
A passion to tell a compelling story supported by data
Experience working with clients and working in a team environment
University degree in a technical field (e.g. Computer Science, Statistics, Engineering, Mathematics, Operations Research)
You are encouraged to highlight how you meet these requirements in a cover letter.
Additional Desired Experience:
Flexible working hours (expectation to work and align data across global locations)
Experience leading challenging projects (academic or professional)
Experience working in an international team
Project management and process improvement experience
Games industry experience helpful
Please note that the nature of our business may require that certain aspects of this job description may be subject to modification and change during your period of employment.",3.9000000953674316
Data Analyst,Lincare,"Clearwater, FL 33764","Summary:
Analyze CPAP Support Center data; reporting of periodic results; recommendations to management on product and process changes based on data.
Job Responsibilities:
Attends work on a regular and predictable basis
Review Daily and Month End Statistics
Research any significant changes in trends
Compare stats to budget numbers
Provide Manager with revenue projections to achieve month end goal
Compare month end stats to budget numbers and modify monthly goal accordingly
Establish baseline stats for:
Average calls per Specialist per Area
Average Revenue per Specialist per Area
Track/trend data for budget purposes
Work with Specialists and Supervisors to identify positive trends with specific Areas/Specialists that could be copied to other Areas/Specialists
Monitor monthly recurring sale data
Analyze and research any significant increases/decreases in recurring sales to ensure steady growth of Sleep patients to be contacted
Analyze product usage
Provide Manager with top 10 each month on products orders/utilized
Provide Specialists with weekly open vs. confirmed report
Monitor significant changes in open order patterns
Work with Manager/Supervisors to reduce open orders and ensure confirmation of all potential revenue
Hiring, ongoing training, management of Data Entry Clerk
Create and review systems reports, identify and report to Manager any information which may affect Support Center management decisions
Reports to include, but not limited to:
Daily Reports (revenue statistics, phone statistics, event code tasks/reminders)
Recurring sales
Product information
Month end procedures
Warehouse/Inventory
Open Orders
Set up all new employees with Phone (voicemail & ACD system) Access
Monitor and report all phone activity
Act as the liaison between AHOM and the phone software/hardware vendor
Research and resolve all phone issues to ensure phone system is active during all hours of operation
Update phone tables, hunt groups, holiday hours, messages, etc. within the phone system
Conduct training of phone system use to new employees, as necessary
Analyze all phone reports and provide to Supervisors and Manager on a weekly basis
Total number of calls - comparison between last year, last month, last week, etc.
Number of dropped calls, disconnects, abandoned calls for each Specialist.
Total number of phone hours by Specialist
Look for trends and provide detail to Supervisor
Special Projects:
Assist Management in the creation, extraction, and reporting of all pertinent data necessary to complete special project assignments
Performs other duties as assigned
Qualifications:
Two years of supervisory experience preferred
Technical knowledge of PC and voice systems a plus
Education and Experience:
A. or B.S. degree preferred
Two to three years of analytical experience
Physical Demands:

While performing the duties for this job, the employee is regularly required to use hands to finger, handle, or feel; reach with hands and arms; and talk to hear. The employee frequently is required to walk and sit. The employee is occasionally required to stand. The employee must occasionally lift and /or move up to 25 pounds. Specific vision abilities required by this job include close vision, and ability to adjust focus. The noise level in the work environment is usually quiet.",2.5999999046325684
Business Analyst,LOCKHEED MARTIN CORPORATION,"Orlando, FL 32819","Partner with Training Team members in managing a budget, including budget projections and analysis. Supports records retention. Provides guidance and oversight to a department share point. Handles purchase order requests. Maintains CMMI documentation. Supports learning curation activities. Coordinates internal social media learning communities.

Keep up-to-date and knowledgeable about available technology and tools; demonstrate applied knowledge of general aspects of HR systems and process.
Dallas or Orlando location available.Basic Qualifications:Coordinate facilities asset managementCoordinate the overall design and administration of the T&OC Share point and WebpagesCoordinate T&OC communications on events and offerings
Support the Operations Plan and quarterly reviewCoordinate the quarterly updating of the Learning ScorecardCoordinate purchase requests and chargebacks
Coordinate vendor management service agreementsCoordinate records retentionCoordinate other Operations activities, as neededFacilitate learning offerings
Analytical abilityExperience with budgeting
Recent college graduate (past two years)Technologically savvyDetail oriented
BASIC QUALIFICATIONS:
job.QualificationsLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.
As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.EXPERIENCE LEVEL:
4 yr and up College",4.0
Business Analyst,Essani International LLC,"Orlando, FL","Title: Business AnalystLocation: Orlando, FLMode of Interview: Phone call followed by WebexJob Description: Must be based out of Greater Orlando areaAbility to travel to South John Young area on a daily basis7 + years of experience as a BAExperience with Hospitality & Food-Service Majors a clear advantage - however not a must for the roleBA certifications from IIBAOther Qualifications: Ability to conduct leadership workshops, elicit and document both functional andnonfunctional requirementsEvaluating business processes, anticipating requirements, uncovering areas forimprovement, and developing and implementing solutionsRequirements signoffDocument detailed User StoriesAssist in Test Case developmentAbility to work effectively with Clients, an Offshore teamAbility to adhere to the processes within a fast moving organizationAbility to conduct User Acceptance Tests, report findingsAbility to work on a Defect Management tool, and assist with defect validationJob Type: ContractSalary: $50.00 to $55.00 /hourExperience:Business analysis: 7 years (Preferred)Location:Orlando, FL (Preferred)Work authorization:United States (Preferred)",NA
Data Scientist Intern,LOCKHEED MARTIN CORPORATION,"Orlando, FL 32825","Performs exploratory research and analysis to identify novel and meaningful patterns in data and uses statistical methods to reject or accept proposed hypotheses about relationships or latent predictive factors discovered through their work to provide business value. Uses a combination of tools, technologies, and numerical computing systems (i.e.: GPU processing, distributed computing, highly parallel coding, cloud computing, machine learning, visualization, system modelling and simulation) to achieve results. Areas of expertise should include several of the following: applied statistics, text mining, natural language processing, deep learning, optimization, and other similar fields.Basic Qualifications:Work on datasets with applied statistics and machine learning algorithmsUse exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data sets and discover opportunities in datasets to support decision-makingDevelop predictive models and new algorithms to solve data / business problemsUnderstand the math and statistics behind the models and interpret, extrapolate, and prescribe from data to deliver actionable recommendations using effective visualizationsVisualize and communicate findings and provide a quantitative framework for evaluating and analyzing alternatives
Desired Skills:
Foundational understanding of a broad set of tools to be able to apply the right tool to each data exploration activity. Tools could include, for example:Descriptive and Predictive modelingMachine Learning (supervised and unsupervised)Advanced statistics and statistical modelingTime series analysis and forecastingOptimization and simulationCommunication, story-telling and visualizationDistributed computing (Hadoop)Importing, cleaning, and transforming datasetsData warehousingCritical thinking & problem-solving skillsData preparation and transformationLanguages: Python, Pig, Hive, Spark, SQL
BASIC QUALIFICATIONS:
job.QualificationsLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.
As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.EXPERIENCE LEVEL:
Co-op/Summer Intern",4.0
Entry Level Logistics Analyst,LOCKHEED MARTIN CORPORATION,"Orlando, FL 32825","The Logistics Management Analyst will successfully meet and exceed customer requirements on a variety of programs using logistics tools and established depot processes. Expedite procurement, receiving, vendor repairs, and in-house repairs in support of repair turnaround goals. Coordinate efficient product movement with Shipping and Receiving departments to meet program demand goals. Constantly interface with Department Leads, Logistics OPM’s, Sourcing, Test/Repair, Quality, Shipping, and Receiving. Manage and analyze the Return and Repair of GFE and LM-owned materials. Process scrap of inventory through Government Property Administration as required. Generate reports and metrics as required.
Responsible for timely flow of material for both in-house and vendor repairs.
Perform logistic analysis and preparation of internal and customer reports.
Track and manage depot repair activity to insure overall depot turn-around-time of less than 45 days.Create processes, associated measurements, and identify gaps, to assure and monitor the timely flow of
material through the repair and return (R&R) cycle in an effort to continually improved R&R process.Identify problem areas and their impact upon the forecasted/projected program costs and schedules.Insure appropriate inventory levels as well as accurate inventory counts.
Logistics Mgmt Analyst Asc/ Logistics Mgmt Analyst is essentially the repair coordinator for each individual repairs associated with assigned programs and coordinates repairs to a goal of < 40 day RTAT (repair turn-around time). 40="""" day="""" RTAT="""" (repair="""" turn-around="""">Basic Qualifications:
The candidate must have a ""can-do,"" attitude and is a self-starter who continually seeks ways to improve mission success and must be both mission and job/task oriented.

Demonstrate ability to multitask efficiently and exhibit effective problem solving and process improvement skills.

Be able to analyze data and provide synopsis of process health. Knowledge of measures used to report and analyze data.

Must be able to prioritize internal and external customer needs.

Must demonstrate and understand asset Repair and Return processes and procedures.

Intermediate knowledge of MS Office Suite, including Excel, and Word.

Must possess excellent analytical, verbal, and written communication skills.
Must have appropriate interpersonal and teaming skills. Ability to obtain a secret clearance.

Able to life up to 40 lbs.Desired Skills:
Knowledge and experience with the Automated Depot Information System (ADIS). Detail oriented. Prior experience working military contracts and knowledge of military standards and procedures. Experience in any of the following programs: Maritime Sustainment, CASS PBL, LMSTAR PBL, COLT ATE, Joint Strike Fighter (JSF), or Live Training. Familiar with military shipments and Depot inducting/receiving activities. Familiar with standard military documents including DD1348s and DD1149s. Experience with military asset stocking. Intermediate knowledge of the DoD Supply Support functions.
Demonstrate proficiency with contract Statements of Work requirements.BASIC QUALIFICATIONS:
job.QualificationsLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.
As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.EXPERIENCE LEVEL:
Experienced Professional",4.0
Data Reporting Analyst,"Mental Health Community Centers, Inc.","Sarasota, FL 34237","Position DescriptionTitle: Data Specialist Hours: Part-Time, non-exempt, 15 hrs/wkReports to: Director of OperationsFunction:The Data Specialist serves as the primary coordinator and support person for MHCCI data collection, coordination, management and reporting. Support includes the accurate preparation and integration of data between systems, development of reports for staff and funding entities and troubleshooting software systems.Responsibilities:Maintain operation records and databases.Perform extracting, importing and exporting of data in various database applications (HMIS, CFBHN, Lauris online, and Excel worksheets).Assist in implementation, testing and validating data and software systems.Audit data on a regular basis to ensure data integrity and quality.Train staff as necessary on Lauris online and other related data operational activities.Perform data reconciliations to identify data anomalies.Prepare data reports and training materials and relay information to director of operations.Maintenance of the server: update OS, back up and security of data, user accounts.Coordinate with HR for onboarding new employee; email, set up with Lauris online, etc.Coordination of IT services.Other assigned projects.Position Qualifications:Certification Preferred: Certified Recovery Peer Specialist through the Florida Certification BoardPreferred: Bachelor’s DegreeKnowledge of query and report writingPC literate, including Microsoft Office productsAnalytical and interpretive skillsStrong organizational skillsThe ability to pass a DCF Level II Background ScreeningJob Type: Part-timeSalary: $13.00 to $15.00 /hourExperience:relevant: 1 year (Preferred)Education:Bachelor's (Preferred)",NA
Clinical Data Analyst,MCR Health,"Palmetto, FL 34221","Are you an experienced report writer or data analyst looking to help your friends, family, and neighbors get better healthcare services? Would you like to use your skills with data analytics to find trends and patterns in clinical care to improve clinical outcomes & safety for our patients?If yes – then come join us at MCR Health where you will be able to provide exceptional service to our patients. Our new team members earn 15 days of paid time off and 9 paid holidays their first year!As part of this role, you will: · Track and trend patient information· Extract and integrate raw data to create actionable reports· Identify clinical data trends and patterns related to clinical outcomesLocation:  Palmetto, FLWhat you need to bring to this role: · Associate degree in health informatics or related field required (bachelor’s preferred)· 2+ years’ experience extracting, collating, and generating reports required (preferably in a health setting)· 1+ years’ experience analyzing data for trends, patterns, and discrepancies required (preferably with clinical data)· Mastery of Microsoft Office Suite required· 1+ years’ experience using data analysis software preferred· Project management experience beneficial· Bilingual (Spanish/English) a plus· Must be comfortable and adept with technology· Must be flexible, resourceful, and able to troubleshoot· Must be able to handle multiple tasks simultaneously and set priorities· Pride in the job you do and the image you present to your internal and external customers· A positive can-do attitudeMCR Health is a drug free workplace. All job applicants selected for employment are required to submit to a pre-employment drug test and background check.Job Type: Full-timeExperience:data extraction/reporting: 2 years (Required)data analysis: 1 year (Required)Education:Bachelor's (Required)Work authorization:United States (Required)Application Question: * Have you ever worked for MCR Health, Manatee County Rural Health Services or any of its divisions/subsidiaries?At MCR we complete criminal background checks as part of our hiring process. Have you been convicted or received deferred adjudication for a crime under any state or federal law?",2.799999952316284
