job_title,company_name,job_location,job_description,company_rating
Senior Process Engineer,PegasusTSI,"Tampa, FL 33607 (Carver City area)","PegasusTSI is a private, Florida-based company where people matter, where your voice is heard and where decisions are made with PegasusTSI’s business wellbeing and our team members’ best interest in mind. During the company's 20-year history, our team has supported clients in the oil refining, petrochemical, fertilizer (phosphate and nitrogen), chemical, pharmaceutical, municipal, consumer products and industrial facilities industries in the USA and internationally.PegasusTSI offers a comprehensive benefits package that includes medical, dental, vision, short and long term disability, long term care, life insurance, 401(k), paid time off, paid holidays, and company events that supports our team members throughout their career.Our OpportunityWe have an excellent opportunity for an Senior Process Engineer to act as administrative and technical authority to project teams engaged in the process engineering function responsible for the design, control, and efficient operation of more than one process plant. Ensure that process plants are in compliance with quality standards and client requirements. The incumbent has full technical responsibility for interpreting, organizing, executing, and coordinating process engineering which involves unique or controversial problems affecting major corporate programs and demanding frequent collaboration and interface with various engineering disciplines.ResponsibilitiesDevelop heat and material balances.Develop process simulationsDevelop process flow diagrams, utility flow diagrams and piping and instrumentation drawingsPerform equipment sizing calculations and develop equipment specificationsDevelop equipment lists, line tables and instrument dataPerform relief valve calculationsPerform hydraulic analysis of pump systems and gas distribution systemsEducation and QualificationsBS in Chemical Engineering.10+ years in process designEIT Required. PE registration recommendedChemical, Refinery and/or Phosphate experience requiredMust be knowledgeable in codes and standards affecting process work including API, ASME, CGA, OSHA and ISAMust be knowledgeable in the use of ChemCAD, Fathom, HTRI, CCflow and ExcelJob Type: Full-timeExperience:Process Engineering: 10 years (Required)Education:Bachelor's (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offProfessional development assistanceTuition reimbursementSchedule:Monday to Friday",3.299999952316284
School Director,3DE Schools,"Tampa, FL","WHAT WE DO

3DE Schools re-engineers high school education to be more relevant, experiential, and authentically connected to the complexities of the real world in order to more fully prepare today's students for the demands of tomorrow's economy.

THE OPPORTUNITY

3DE School Directors are vital to the success of our work within partner schools. In collaboration with key stakeholders including teachers and designated administrative personnel, the School Director leads and coordinates a wide-range of duties that help to ensure quality implementation of the 3DE Model. As a relentless problem solver and relationship builder, the Director ensures that 3DE's principles of teaching and learning and cultural norms are present within the local, site-based 3DE community while positively impacting the broader school.

EMPLOYMENT DETAILS

Employment Type: Full-Time
Salary: Commensurate with experience
Reports to: Regional Director, School Leadership

CORE RESPONSIBILITIES

The 3DE School Director is responsible for demonstrating instructional and operational leadership within the host school setting.

Instructional Leadership

Provide clear direction, coaching, and instructional support, in partnership with the supervising Assistant Principal, to all local school staff to ensure that the strength of the 3DE model produces intended outcomes
Demonstrate superior knowledge of the tenets of the 3DE model, and serve as an on-site instructional expert
Ensure that the instructional integrity of the 3DE model is maintained through interdisciplinary collaboration and competency-based case methodology

Relationship and Change Management

Act as a change agent, influencing others and securing buy-in to support model implementation
Serve as a 3DE ambassador within the host high school by owning, maintaining, and proactively managing key school relationships
Drive school culture among identified stakeholders (teachers, students, parents, administration)

Operational Leadership/General Management

Analyze, use and share data to make informed decisions that support the growth and improved performance of 3DE students and teachers
Proactively develop and enhance processes that maximize 3DE's overall impact and effectiveness
Manage operational budget and other resources to support model implementation

CORE COMPETENCIES

Cultural Agility - ability to assess situations and the environmental norms to identify opportunities and, and develop savvy strategies to address conditions
Effective Collaboration - ability to promote and generate cooperation to achieve collective input and output from a diversity of entities.
Engaging Communication - ability to effectively transfer thoughts and information through appropriate channels to influence progress towards a desired outcome
Creativity & Innovation Ability to improve and to advance the status quo, developing new methods, approaches or structures for success
Self-Direction - ability to set priorities and execute with integrity and initiative to achieve productivity.
Critical & Analytical Thinking - ability to use logic research, data, and intuition to break down complex problems ad determine feasible strategies

PREFERRED SKILLS AND QUALIFICATIONS

Education

Completion of a 4-year college degree

Digital Skill

Proficiency with all Microsoft Office programs specifically, a high-degree of comfort with Microsoft PowerPoint and Excel",NA
Software Engineer,Fanatics Inc.,"Tampa, FL","Company Overview
Fanatics is the global leader in licensed sports merchandise and changing the way fans purchase their favorite team apparel and jerseys. Through an innovative, tech-infused approach to making and selling fan gear in today's on-demand culture, Fanatics operates more than 300 online and offline stores, including the e-commerce business for all major professional sports leagues (NFL, MLB, NBA, NHL, NASCAR, MLS, PGA), major media brands (NBC Sports, CBS Sports, FOX Sports) and more than 200 collegiate and professional team properties, which include several of the biggest global soccer clubs (Manchester United, Real Madrid, Chelsea, Manchester City). Fanatics offers the largest collection of timeless and timely merchandise whether shopping online, on your phone, in stores, in stadiums or on-site at the world's biggest sporting events.
About the Team
Fanatics is first and foremost a technology company. We are powered by cutting-edge tech created by our small agile teams using the latest tools and technologies under our highly analytical, forward thinking, and open-minded leadership. As the global leader in licensed sports merchandise, we challenge ourselves by improving our new fully responsive NodeJS cloud commerce platform, Elasticsearch engine, and deep data science capabilities while building the best-in-class retail manufacturing and supply chain technologies. Our tech teams work together to revolutionize data science and engineering initiatives, provide highly scalable real-time and streaming platforms, and create secure e-commerce and in-stadium fan experience products. Our own e-commerce platform transacts in over 190 countries, 17 languages, and 14 currencies. Our motto is “#GSD”—get stuff done—and we do just that. If you want to be at the nexus of sports, commerce, and technology, come be a part of our industry-leading team here at Fanatics Tech.
We are looking for a Software Engineer to produce and implement functional software solutions for custom workflows. Your goal will be to develop high-quality software, workflows and automation that is aligned with user needs and business goals.
What we're looking for:
Strong working knowledge of JavaScript and Node.
Experience with front-end frameworks like React, Angular, and/or Vue is a plus.
Understanding of REST API’s and JSON syntax.
Knowledgeable in web markup including HTML, CSS, LESS, and SCSS
Tryouts are open at Fanatics! Our team is passionate, talented, unified, and charged with creating the fan experience of tomorrow. The ball is in your court now.
NOTICE TO CALIFORNIA RESIDENTS/APPLICANTS: In connection with your application, we collect information that identifies, reasonably relates to or describes you (“Personal Information”). The categories of Personal Information that we collect include your name, government issued identification number(s), email address, mailing address, other contact information, emergency contact information, employment history, educational history, criminal record, and demographic information. We collect and use those categories of Personal Information about you for human resources and other business management purposes, including identifying and evaluating you as a candidate for potential or future employment or future contract positions, recordkeeping in relation to recruiting and hiring, conducting criminal background checks as permitted by law, conducting analytics, and ensuring compliance with applicable legal requirements and Company policies.",3.700000047683716
Quality Engineer,Anika Therapeutics,"Sarasota, FL 34243","Position Summary:
This position works collaboratively with quality, manufacturing and engineering to ensure the quality management system is effectively implemented and maintained throughout product realization. The ideal candidate will be someone who has excellent interpersonal communication skills, is hands-on and eager to learn and grow with an innovative, medical device manufacturing company. They are a team player possessing initiative and self-motivation.
Essential Functions:
 Assist with the development and implementation of processes and procedures to ensure that quality standards are achieved. Assist in the development of quality inspection plans for manufactured and supplied products, processes and components. Collect metrics data for quarterly performance scorecards. Evaluate, justify and recommend purchase of inspection equipment. Provide mentorship and direction to QC inspectors. Analyze, trend and summarize test data to identify quality improvement opportunities. Prepare quality performance reports and improvement plans. Preparing validation protocols, validation reports and manage validation projects to comply with process and product validation requirements. Establish a cross-function team and lead the implement of ISO 14971:2019. Help manage the investigation and trending of CAPAs. Manage Material Review Board activities and related documentation to control nonconforming material, direct containment activities, provide timely material disposition, determine root cause and implement corrective actions. Oversee the calibration program according to calibration schedules. Assist with environmental monitoring activities in accordance with quality procedures. Contribute in the design and implementation of quality assurance training programs and conduct quality related training throughout the organization. Assist with transitioning from a paper based QMS to a software solution.Education & Experience Requirements:
 Minimum 3 years’ quality engineering experience in the medical device industry Strong working knowledge of FDA QSR, ISO 13485, MDD/MDR Experience in GD&T and use of advanced inspection equipment Thorough understanding of statistical analysis and sampling plans Experience in Minitab and Solidworks or equivalent, required Knowledge of EO sterilization desirable Six sigma training a plusWorking Conditions:
 Works in an air-conditioned environment. Able to sit or stand for extended periods. Must be willing to wear company supplied, safety and personal protective equipment as required. Ability to lift up to 20 lbs.This job description does not list all job duties that may be assigned by management. Management has the right to revise the job description at any time.",3.0999999046325684
Restaurant Magic - Implementation Engineer,"ParTech, Inc.","Tampa, FL 33607","Implementation Engineers are responsible for working within a team to implement Data
Central back office software within new client environments. This will entail working directly with the client to gather requirements, configure the software, manage implementation tasks, and deliver
solutions tailored for our clients.
JOB RESPONSIBILITIES
Consults with implementation team, customers and third-party providers for software integration and rollout solutions
Documents task status and completion using project tracking tools
Alerts implementation project manager to possible scope challenges, issues or change requests
Effectively communicates with all levels of technical and non-technical personnel
Ability to provide communication on issues or complex information to a wide audience based on knowledge
Identifies opportunities to provide additional products, services or other resources to client
Effectively delivers training to end-users
 Efficiently and accurately completes configuration with varying degrees of complexity
 Provides Level II support to existing customers
Assists in moderating and responding to client forum posts
KNOWLEDGE AND SKILLS
Bachelor's degree preferred in Business, Management, Information, or related discipline.
2-3 years of work experience in the field or related area
In lieu of Bachelor's Degree, 4-6 years of work experience in the field or related area
Restaurant expertise preferred
Ability to analyze knowledge structures of all types, including technical and non-technical business content
Ability to execute technical and non-technical tasks throughout implementation and on-going support
Strong verbal and written communication skills
Advanced proficiency with Microsoft Office products
Training expertise a plus
Quality: ""Possesses an understanding of and performs work related activities in accordance with and in support of the corporation Quality Policy"".
NOTE: This job description is intended to be illustrative of the position's duties and should not be construed to be an exhaustive statement of the essential functions of the job.
Q190R5UXI5",3.5
Process Engineer - Warehouse Performance,Lincare,"Clearwater, FL 33764","The Process Engineer role is responsible to identify, analyze, manage, support, and facilitate business process improvement activities designed to drive operational excellence and best practice in Safety, Quality, Training, and Productivity across the Enterprise, including Field Operations and Service Delivery, Billing Centers, Customer Call Centers, Shipping Warehouses, and Corporate support functions.
The end-purpose of this position is to improve the real result of key performance indicators
Job Responsibilities:
Discover, define, and execute against process improvement/continuous improvement projects
Analyze work flows within and across departments to determine how the company can work better
Perform time and motion studies, cycle time analysis, and identify process waste
Develop and deliver training materials to support process changes
Run self-directed improvement projects delivering value to the organization
Support business leaders with continuous analysis of our business processes, quantifying opportunities
Support Process Improvement culture across the enterprise
Build and deliver training materials to support standard processes
Attends work on a regular and predictable basis
Performs other duties and responsibilities as assigned
Qualifications:
Knowledge of Lean tools and techniques preferred
High level of math and statistical skills
Must be able to effectively articulate change supported by data and sell change opportunities to management and employees
Must be proficient in Excel, Visio, PowerPoint
Must have good interpersonal communication skills and be comfortable presenting to groups
Must be able to travel 50% or more
Education and Experience:
4-yr degree required, Engineering field preferred

Physical Demands:

While performing this job, the employee is regularly required to use hands to finger, handle, or feel and talk or hear. The employee frequently is required to sit. The employee is occasionally required to stand; walk; reach with hands and arms; and stoop, kneel, crouch, or crawl. The employee must occasionally lift and/or move up to 10 pounds. Specific vision abilities required by this job include close vision.",2.5999999046325684
Quality Engineer,Siemens,"Orlando, FL 32826","Responsibilities:Supports the compliance with normative necessities as a codes and standards manager, procures and manages relevant codes and standards, provides them to the engineering organization and, if necessary, informs about changes.Manages and coordinates the maintenance of procedures and work instructions for Engineering.Issues the requirements for change request management in the projects and provides if necessary suitable methods.
Provides procedural support for the engineering organization at e.g.:Creation of quality notificationsProvision, maintenance and evaluation of processes (e.g. NCR, capa), together with the Quality-organizationPlanning and execution of design reviews in cooperation with engineeringPlanning and execution of internal projects (e.g. lean) or events (e.g. capa, six sigma, training and evaluation)May actively execute or initiate internal quality measures (e.g. formal checks of data bases or documentations).Creates, monitors and tracks KPIs to drive improvements.Support field quality inspectors and operational and customer requests.Required Knowledge/Skills, Education, and ExperienceHigh school diploma/GED
Professional certification or Associate's degree preferred
Microsoft office (including Data Analytics & Excel)
1 year Wind experience with a preference in Wind farm field
Lean Six Sigma experience preferred
25% travel
Qualified Applicants must be legally authorized for employment in the Unites States. Qualified Applicants will not require employer sponsored work authorization now or in the future for employment in the United States.
Individual must possess a valid Driver's license in good standing.
Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan.
Organization: Siemens Gamesa Renewable Energy
Company: Siemens Gamesa Renewable Energy, Inc.
Experience Level: Experienced Professional
Job Type: Full-time
Equal Employment Opportunity Statement
Siemens is an Equal Opportunity and Affirmative Action Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to their race, color, creed, religion, national origin, citizenship status, ancestry, sex, age, physical or mental disability unrelated to ability, marital status, family responsibilities, pregnancy, genetic information, sexual orientation, gender expression, gender identity, transgender, sex stereotyping, order of protection status, protected veteran or military status, or an unfavorable discharge from military service, and other categories protected by federal, state or local law.EEO is the Law
Applicants and employees are protected under Federal law from discrimination. To learn more, Click here.Pay Transparency Non-Discrimination Provision
Siemens follows Executive Order 11246, including the Pay Transparency Nondiscrimination Provision. To learn more, Click here.California Privacy Notice
California residents have the right to receive additional notices about their personal information. To learn more, click here.",4.0
Manufacturing Quality Engineer,"Advanced Airfoil Components, Inc.","Apollo Beach, FL 33572","SUMMARY

Be a key member of the technical and manufacturing community. Plan and direct activities concerned with development, application, and maintenance of parts and quality standards for industrial processes, materials, and products. Be engaged in the testing and inspection of product at various stages of the production process; compile and evaluate statistical data to determine and maintain quality and reliability of products. Seasoned professional who will work directly with customers, manufacturing, and engineering to lead quality improvements and metrics.

ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties may be assigned.

Lead and facilitate customer sourcing of parts for shipment

Develop and implement Quality plans for new parts

Identify and eliminate obstacles to manufacturing flow

Continuous improvement of the business metrics, Quality, and Specification systems

Operate and collaborate as a team member with manufacturing and engineering

Lead Quality systems and customer audits

QUALIFICATIONS

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

EDUCATION and/or EXPERIENCE
Bachelor’s degree in engineering such as mechanical, metallurgical, or aerospace
Significant employment history with at least 5 years’ relevant work experience; aerospace casting preferred
Experience building or implementing Quality systems a plus
Experience with Rolls Royce product a plus
Certified auditor a plus
LANGUAGE SKILLS
Ability to read, analyze, and interpret blueprints, customer specifications, general business periodicals, professional journals, technical procedures, or governmental regulations. Ability to write reports, business correspondence, and procedure manuals. Ability to effectively present information and respond to questions from groups of managers, clients, customers, and the general public.
MATHEMATICAL SKILLS
Ability to work with mathematical concepts such as probability and statistical inference. Ability to apply concepts such as fractions, percentages, ratios, and proportions to practical situations.
REASONING ABILITY
Ability to define problems, collect data, establish facts, and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables.
OTHER SKILLS AND ABILITIES
Must be computer literate. Proficient user of Microsoft Office including Excel, PowerPoint and Word.
OTHER QUALIFICATIONS
In accordance with ITAR regulations, position requires US citizen or Permanent Resident status.
Demonstrated technical leadership capabilities
Experience with gas turbine components desired
PHYSICAL DEMANDS

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee is regularly required to stand. The employee frequently is required to use hands to finger, handle, or feel objects, tools, or controls; reach with hands and arms; and talk or hear. The employee is occasionally required to walk; sit; climb or balance; and stoop, kneel, crouch, or crawl. The employee must regularly lift and/or move up to 5 pounds, frequently lift and/or move up to 10 pounds, and occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus.

WORK ENVIRONMENT

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

While performing the duties of this job, the employee frequently works near moving mechanical parts. The employee is occasionally exposed to wet and/or humid conditions, fumes or airborne particles, and vibration. The noise level in the work environment varies from quiet in office areas to very loud in the manufacturing environment. However, the eight-hour time weighted exposure to noise averages less than 85 dBA.",NA
Software Engineer - Java,JPMorgan Chase & Co-PL,"Tampa, FL","Job Description
As a member of our Software Engineering Group we look first and foremost for people who are passionate around solving business problems through innovation & engineering practices. You will be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You’ll work in a collaborative, trusting, thought-provoking environment—one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
This role requires a wide variety of strengths and capabilities, including:
BS/BA degree or equivalent experience
Advanced knowledge of application, data and infrastructure architecture disciplines
Understanding of architecture and design across all systems
Working proficiency in developmental toolsets
Knowledge of industry wide technology trends and best practices
Ability to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture
Proficiency in one or more modern programming languages: Java/J2EE, SQL & PL/SQL
Understanding of software skills such as business analysis, development, maintenance and software improvement
Experience with Restful Service, JSON, Spring framework, Spring Boot Design, development and implementation of applications using SOAP/REST API/WSDL web services
Experience in Test Driven & Acceptance driven development using frameworks like Fitnesse & Cucumber
Code review experience is a plus
Understanding of software skills such as business analysis, development, maintenance and software improvement
Our Corporate & Investment Bank relies on innovators like you to build and maintain the technology that helps us safely service the world’s important corporations, governments and institutions. You’ll develop solutions for a bank entrusted with holding $18 trillion of assets and $393 billion in deposits. The Corporate & Investment Bank provides strategic advice, raises capital, manages risk, and extends liquidity in markets spanning over 100 countries around the world.
When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech organizations. In our global technology centers, our team of 50,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $11B annual investment in technology enables us to hire people to create innovative solutions that are transforming the financial services industry.
At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

Req #: 200015736
Location: Tampa, FL US
Job Category: Technology
Employment Type: Full Time
Potential Referral Amount: 3000 US Dollar (USD)",3.9000000953674316
Software Engineer III,Nextech,"Tampa, FL 33607 (Tampa International Airport Area area)","Company Description
Nextech! Awarded Tampa Bay ""Technology Company of the Year"" at the 14th Annual Tampa Bay Tech Awards and nominated for ""Best Workplace Culture.""
Headquartered in Tampa, FL, with an office in Montvale, NJ, Nextech is a leading technology employer in the Tampa Bay area. Our growing team of software development gurus, sales and marketing rock stars, accounting and finance geniuses, support superstars and project management pros has more than doubled in the past few years. Do you have what it takes to join our winning team and contribute to our growth?
We are a team dedicated and guided by our iCREATE values of Integrity, Collaboration, Respect, Empowerment, Accountability, Trust, and Excellence. We hold these values in high regard and work day in and day out to leave a positive, lasting legacy to each other, our customers and the places we call home.
We are driven to succeed in all we do and do not accept anything less than full effort. Collectively we hit goals; support each other, our customers and our communities. We cultivate an environment where we push each other to be better than we were yesterday in business and in life. We win together!
Job Description
The Software Engineer III role is primarily devoted to designing, developing, and documenting software changes in Nextech products. Engineers work with existing Nextech products to evaluate and diagnose any improvements desired, as designated by the Product Management department, or issues within these products. This role reports to the Software Team Manager, who is in charge of assigning and coordinating most work among the members of the subteam in the Development department. The Software Engineer III should be able to work independently on assigned projects and tasks while coordinating their progress with other members of the Nextech team. Engineers at this level have demonstrated sound technical judgment and significant product knowledge throughout the suite of all Nextech products and thus have a high degree of flexibility in which projects they tackle and how they implement them.
All activities must be in compliance with Equal Employment Opportunity laws, HIPAA, ERISA, and other regulations, as appropriate.
Essential Functions: In addition to working in accordance with appropriate conduct and behavioral standards, specific responsibilities of this role include:
Transforming requirements into functional software with input from many sources
Communicating with all levels of the organization, often balancing competing priorities
Writing functional specifications and planning documents for software design
Estimating deadlines on projects as designed
Implementing software changes in C++, C#, SQL (additional languages may be used)
Testing and code review of other team members’ work
Leading and coordinating projects independently
Architecting and designing solutions to complex systems
Evaluating advanced issues for customer facing issue resolution
Coordinating with the Technical Services team members to successfully provide customer facing support for data conversions, HL-7 integrations, and other assigned projects
Demonstrating a high level of knowledge throughout all Nextech products
Working Environment:
Works generally at a desk in a well-lighted, air-conditioned cubicle/office, with moderate noise levels.
Long-distance or air travel as needed –not to exceed 5% travel.
Periods of stress may occur.
Physical Demands:
Activities require a significant amount of sitting at office and work desks and in front of a computer monitor.
Some walking and standing relative to interaction with other personnel.
Qualifications
Minimum Requirements:
A passion for excellence in software development
Bachelor’s degree in Computer Science or similar field
Minimum of 6+ years industry experience
Minimum of 2+ years of experience with MFC or Windows development paradigms
Minimum of 1 year using Microsoft SQL Server and writing advanced queries
Knowledge of and comfort with Microsoft Visual Studio, Visual C++, C#, .NET, MSDN
Strong technical and analytical qualities
Ability to work well within a team, strong communication skills
Creative, motivated, self-starter
A strong attention to detail
Preferred Qualifications:
Experience with Subversion source control
Experience with cloud development (may be required)
Knowledge of medical systems and processes
Experience with iOS, Objective-C, and Xcode environments
Additional Information
Benefits and Perks
At Nextech we strive to be a great place to work and we are constantly evolving the way we take care of all our teammates.
Competitive Salary
Highly Competitive Bonus
""Shoot for The Stars"" Salary Step Program for Product Support Roles
Employee Recognition Program
Choice of 3 Medical Plans
Wellness Program Including Discounts on Medical Premiums
Company HSA Funding
15 days PTO at date of hire (increase with tenure milestones)
10 Paid Holidays
1 Floating Holiday
Volunteer Time Off
100% Company-Paid Parental leave for Mothers and Fathers
Choice of 2 Dental Plans
Vision Insurance
401K Employer Match and Roth Option Available
100% Company Paid Life Insurance
100% Company Paid Short and Long-Term Disability Insurance
Flexible Spending Account
Company-Sponsored 529 College Savings Plan
Supplemental/Ancillary Insurance
Company Sponsored Events
Corporate Discounts on Retail, Travel, Entertainment and More!
Pet Insurance
Healthy Snacks
Treadmill Desks
Casual Dress/Work Environment
Employee Referral Bonus
All your information will be kept confidential according to EEO guidelines.",3.5
Data Scientist,"ReliaQuest, LLC.","Tampa, FL","Data Scientist
ReliaQuest is looking for passionate Data Science professionals to join our team. This role will drive the creation, testing and deployment of cutting edge security technology to enterprise customers across the globe. You will lead in building and designing tools to mature and advance the information security field. It is a great opportunity to advance your career in a fast-growing organization by creating new services/capabilities that do not exist today in the Cyber Security industry.
Responsibilities:
Select and engineer features from a wide variety of data sets
Build and optimize classifiers using machine learning techniques
Processing, cleaning, and verifying the integrity of the data used for analysis
Creating anomaly detection systems and tracking their performance
Integrate model inference into multiple diverse data pipelines
Perform code reviews and mentor peers
Qualifications:
Understanding of machine learning techniques and algorithms
Experience with common data science toolkits
Knowledge of Apache Spark, Tensorflow, Pandas, NumPy, Jupyter Notebooks, Keras
Proficiency in creation of dashboards and visualizations
Knowledge of one of the following scripting and programming languages: Java, C, C++, C#, Python, Javascript, R, Julia
Preferred experience with Elasticsearch or Hadoop
Bachelor’s in Computer Science/Engineering, Mathematics, Physics (or Equivalent Experience",4.0
Data Engineer Intern,PlanSource,"Orlando, FL 32885","PlanSource is a high-growth software company headquartered in Orlando, Florida, with offices in Salt Lake City, Minneapolis, Grand Rapids MI, and Charleston SC. We are looking to provide college students with an internship opportunity to gain real-world experience in developing, deploying, and maintaining data pipelines and enterprise data sets while receiving mentorship from highly experienced industry professionals.
PlanSource is part of the Vista Equity Partners portfolio of companies. Together, we are working to reinvent the employee benefits administration landscape. Our talented associates benefit from this partnership through increased capital for strategic investments, access to exceptional toolkits, best practices and resources for success, and strong cultural and value alignment focused on talent development and growth.
This is your time to shine. Our Data Engineer interns are considered full-time employees by their peers-in fact, in our collaborative culture, you find plenty of opportunities to make impactful contributions to our Development Team. Under the supervision of our staff, the Associate Data Engineer Intern can expect to support engineering and data science teams on our data initiatives, ensuring data is accurate and reliable and that pipelines are running regularly. You should be self-motivated and comfortable supporting the needs of multiple teams, systems, and products.
This is an ideal opportunity for someone who wants to learn our data engineering process from early concept to deployment, and to expand and optimize data and data pipeline architecture, data flow, and data collection for cross-functional teams. We foster an environment that empowers small teams to collaboratively set the direction of our solutions.
In addition, you’ll need the following:
Enrolled in junior year or higher at a college/university
Working towards a BS in a quantitative discipline such as statistics, mathematics, engineering, computer science, or physics
Strong problem-solving and communication skills
Some experience with SQL and at least one programming language
Some experience with Unix-like operating systems
A desire to take ambiguous problems and see them through to the finish line
It would be cool if you were/had:
Some experience with Python
Some experience with or understanding of the AWS tech stack
Organized and detail oriented. You have time management down to a science, great follow through on tasks, and superior organizational skills.
You pursue insights that provide thoughtful answers to complex problems.
Innovative and resourceful, you are constantly looking for ways to improve upon things.
Our collaborative environment fosters a supportive team dynamic based on continual feedback.The opportunity to work for a fast growing, established technology company, but work side-by-side with a small, dynamic team of talented professionals.
Fast-paced environment with big goals and the opportunity to make a big impact (no bureaucracy).
An awesome work environment for creative professionals.
Top ten reasons to come to PlanSource:
#10: Join the Vista Family. In March 2019, Vista Equity Partners acquired PlanSource, marking a new phase a growth. Vista’s portfolio of technology and software companies collectively make up the 4th largest software ecosystem in the world with “intraportfolio” career advancement opportunities and have structures in place to leverage shared learnings from across the ecosystem.
#9: We are on a roll. Be part of a winning team – Thousands of employers and millions of consumers use the PlanSource Platform for benefits shopping, enrollment, billing and ongoing administration.
#8: Success is rewarded. With more than just a pat on the back, your success is recognized and rewarded. We take care of our employees in every way we can, with comprehensive benefits, cool perks, fun offices … and no-holds-barred Nerf wars.
#7: You can grow and develop professionally. PlanSource has a great track record of internal promotions and also filling open positions within the company.
#6: We give you the support you need. Different departments support you and provide you with the access and tools you need to succeed.
#5: Our business model is strong. With a leveraged sales model, our network of partners helps the organization succeed.
#4: Strong partnerships fuel your success. National partnerships with leading insurance carriers such as Aflac, Cigna, Guardian, MetLife, Guardian and Unum provide a competitive advantage and added credibility.
#3: The benefits industry is on fire. Legislation including the ACA has created an urgent and pervasive need in the marketplace for our technology.
#2: PlanSource has the right product. Show off our sophisticated cloud-based technology that meets the needs of even the most complex benefit programs.
#1: PlanSource is the right company. Join an up-and-coming high-growth technology company that is well funded and values its employees and their families.",3.299999952316284
BI Engineer,"Omicron Media, Inc.","Orlando, FL","Top 3 reasons our employees love working at Omicron:We build cutting-edge technology that is literally changing how the world consumes online content.
We get to collaborate with really smart, interesting people every day.
Omicron rewards its team with really fun company events. Past events include food trucks on-site for lunch, private movie screenings, tickets to charity galas and more!
JOB SUMMARY:
As BI Engineer you will perform analysis, design, programming and testing for the ETL layers of the data warehouse.

This position designs and programs processes used for data storage and reporting, tests and debugs these systems prior to implementation, and troubleshoots and upgrades the system as needed.

Involvement will cover development and support activities from mapping, design, and deployment, to day-to-day support of daily data loads. Occasionally the position will provide support with data warehouse administration duties.

This is a development and programming position. The candidate will be writing real code, not working in an ETL IDE.
RESPONSIBILITIES:Develop ETL scripts and programs to clean, transform, and load data from a variety of operational systems into a central data warehouse
Develop queries to aggregate data considering performance and runtime
Work with data sources that are supplied in batch or near real-time streams
EXPERIENCE:Experience in using PostgreSQL
Experience in writing analytic (OLAP) queries in SQL
Experience in scripting ETL workflows in Python on Linux / Unix
Familiarity with other relational database platforms such as MySQL
PERSONAL SKILLS:Experience in programming ETL workflows in scripting languages
Have data analysis experience with SQL and other programming languages
Have quantitative skills that will allow the successful use of data in business processes
Able to understand quickly the complexities of the company's products and markets
ADDITIONAL SKILLS:PostgreSQL / MySQL database administration experience
Experience in basic Linux server administration
Other scripting experience: Go, PHP, Perl
Knowledge of common Linux tools for text processing: Awk, sed, grep
Retail Customer Analytics
EDUCATION:Bachelor's degree in Computer Science, Information Technology, Math, or related quantitative experience

This job description is not intended to be all-inclusive.

Omicron Media, Inc. is an Equal Opportunity Employer. EOE/AA M/F/D/V

If you are interested in this position with Omicron Media, Inc., please apply by visiting our website at https://omicronmedia.com/work-here/job-listings/

If your experience and qualifications match our current needs, a member of our Recruitment team will contact you. We look forward to hearing from you!",NA
