job_title,company_name,job_location,job_description,company_rating,profession_df,address_complete,lon,lat
Business Analyst,Andor Health,"Orlando, FL 32839","The Business Analyst's role participates in the planning, design, and development of engineering systems critical to core organizational products and functions. This includes interviewing stakeholders and gathering, compiling, and validating user requirements for development teams throughout the software lifecycle (storyboarding). It may also include researching and analyzing data in support of business functions, process knowledge, and systems requirements. The Business Analyst is also responsible for generating and compiling reports based on the findings, complete with probable causes and possible solutions to systems issues.Position Responsibilities:Working with product development/customers to understand product background & requirements.Analyzing requirements and generating use cases, activity diagrams along with detailed functional specifications document or User Stories for assigned functionality.Working with User Experience team to develop and refine prototypes.Working with developers to ensure they understand all aspects of the requirements, including assisting with the logical data modeling.Working with the QA team to ensure corresponding test cases are created and reviewed before development is completed.Work with the product owners & project managers to assist in Agile development processes, such as verifying user stories' status per iteration, demos to product development, etc.Basic Qualifications:Bachelor's degree or equivalent in technical or other appropriate field from accredited college or technical schoolMajor in business, computer science or related fieldProject management experienceHealthcare IT project experiencePreferred Qualifications:Experience in healthcare industryExperience with mobile applicationsEMR integration experience is a plusThe preceding functions may not be comprehensive in scope regarding work performed by an employee assigned to this position classification. Management reserves the right to add, modify, change, or rescind the work assignments of this position. Management also reserves the right to make reasonable accommodations so that a qualified employee(s) can perform the essential functions of the position.At Andor Health, our greatest strength comes from bringing together talented people with diverse perspectives to support the technological needs of physicians, hospitals, and post-acute organizations across the globe. Andor Health offers a comprehensive compensation and benefits package, including holidays, vacation, medical, dental, and vision insurance, company paid life insurance, and retirement savings.Andor Health's policy is to provide equal employment opportunity and affirmative action in all of its employment practices without regard to race, color, religion, sex, national origin, ancestry, marital status, protected veteran status, age, individuals with disabilities, sexual orientation, or gender identity or expression or any other legally protected category. Applicants for North American based positions with Andor Health must be legally authorized to work in the United States or Canada. Verification of employment eligibility will be required as a condition of hire.EOE Minorities/Females/Individuals with Disabilities/Protected VeteransDrug Free WorkplaceEEO is Law Supplement",1,data_analyst,"Andor Health Orlando, FL 32839",-81.4114142,28.4889021
Business Analyst,"Amerilife Group, LLC","Clearwater, FL 33759","Our CompanyExplore how you can contribute at AmeriLife.For nearly 50 years, AmeriLife has been a leader in the development, marketing and distribution of annuity, life and health insurance solutions for those planning for and living in retirement.Associates get satisfaction from knowing they provide agents, marketers and carrier partners the support needed to succeed in a rapidly evolving industry.DEPARTMENT: Marketing & StrategyJOB TITLE: Business AnalystREPORTS TO: EVP Marketing & StrategyFLSA STATUS: ExemptSUMMARY / JOB PURPOSE:This person will be able to produce in-depth reports that suggest strategic and operational changes. The ideal candidate will collect, monitor and study business data to create custom reports that help control costs and identify process slowdowns, and ensure compliance with industry standards. In addition, this person will be looking at existing business processes and make specific recommendations about what data needs tracking, and how it can be used to improve operations.ESSENTIAL DUTIES AND RESPONSIBILITIES:Identify different types of data that need tracking to improve business performance.Generate easy-to-interpret reports based on collected data.Work with the management team to prioritize suggested changes to each business segment.Use statistical methods to identify areas for operational improvement and make suggestions for streamlining processes.Write improved procedural manuals for all affected departments.Work with department managers to create data collection guidelines for internal use.QUALIFICATIONS:Bachelor’s degree in Mathematics, Computer Science or equivalent combination of education and experience.4+ years of data-mining experience.5+ years in an analyst role.Ability to work effectively with management and part of a team to meet targets.Strong attention to detail.High-level math skills and the ability to translate mathematical information into concise reports.",3,data_analyst,"Amerilife Group, LLC Clearwater, FL 33759",-82.726706,27.999767
business analyst with telecom domain exp,Vimerse Infotech INC,"Temple Terrace, FL","MUST HAVE SKILLS: - Must have excellent interpersonal and technical skills to troubleshoot problems accurately- Must have grace under pressure and possess a patient attitude to deal with a variety of situations and personalities.- Must be able to listen attentively, speak calmly and document user problems comprehensively.- Must have good judgement, clear communication skills and the ability to help others.- Must have the ability to learn new software and apply deductive reasoning to analyze technical issues- Web technologies – IIS, Apache, Tomcat, Weblogic - Database technologies - Oracle - Powershell, Python, MS Batch DESIRED SKILLS: - SAFs agile- Support Process expertiseJob Type: ContractExperience:Oracle: 1 year (Required)Powershell, Python, MS Batch: 1 year (Required)IIS/Apache/Tomcat/Weblogic: 1 year (Required)business analyst with telecom doman: 5 years (Required)Work authorization:United States (Required)Contract Length:1 yearContract Renewal:LikelyFull Time Opportunity:Yes",1,data_analyst,"Vimerse Infotech INC Temple Terrace, FL",-82.3892596,28.0352964
E1 Systems Analyst,McNichols,"Tampa, FL 33607 (Tampa International Airport Area area)","With 19 service centers nationwide, McNICHOLS CO. is North America’s leading supplier and fabricator of “Hole Products,” including Perforated and Expanded Metals, Wire Mesh and Designer Metals, as well as a complete line of Metal Grating and Flooring Products. Founded in 1952 by the late Robert L. McNichols, the Company was established on strong values, high ethical standards, and a commitment to employees and customers.We have an exciting opportunity for a E1 Systems Analyst to join our HOLE team. The right candidate will have technical expertise, excellent trouble shooting skills, and experience providing support for sales systems. Great teamwork and collaboration with third party application development/programming consultants will be needed to meet changing user requirements.ResponsibilitiesProvide technical expertise and recommendations in assessing new IS software projects and initiativesInvestigate and resolve application functionality-related issuesProvide user support and troubleshooting of both sales systems and middlewareAssist in managing outsourced relationships for 3rd party application development and programming consultants.Troubleshoot technical issues and identify modifications needed in existing applications to meet changing user requirements.Analyze data contained in the corporate database and identify data integrity issues with existing and proposed systems and implement solutions.Provide assistance and advice to business users in the effective use of applications and information technology.Document requirements from business users.Perform coding in support of small projects and ad hoc defect remediationAssist with database maintenanceWrite technical specificationsAssist in the creation of the system design and functional specifications for all new development projects.Write release plans and deploy code for E1 and related systemsSupport integration testing of enterprise systemsAssist with Post Implementation validationTake an active role in encouraging system users to explore new ways to use the system to simplify tasks and improve the business performanceQualificationsBS Degree in Computer Science or equivalentJD Edwards (E1) experience is a plus and 5+ years of experience with ERP and related applications and/or multi-system, enterprise level software.Applied knowledge of the application development life cycle. Experience with both Agile and Waterfall methodologies a plus.Great communication skills with proven ability to collaborate with colleagues in a cross-functional team-oriented environment.Attention to detail; assures accuracy, clarity and quality of work.Ability to plan tasks and track progress against an integrated team project plan.Sound business judgment and the ability to escalate critical matters to management promptly.Ability to identify potential risks, impacts, and software dependencies.Experience in Process documentation.SQL knowledge.McNichols is proud to reward our team with quarterly recognition incentives and a generous benefits package including 1st day eligibility for health insurance, 3 weeks of PTO, 9+ paid holidays, 401k with partial employer match and company provided disability/life insurance.McNichols is a Drug Free Workplace and strong advocate of workforce diversity.Visit our website at www.mcnichols.com to hear “The HOLE Story”.",2.799999952316284,data_analyst,"McNichols Tampa, FL 33607 (Tampa International Airport Area area)",-82.5710615,27.9624588
Business Analyst (Human Resources Department),Insurance Office of America,"Longwood, FL 32750","We're Insurance Office of America, one of the nation's largest privately held agencies. IOA was founded in 1988 with the idea that professional client service provided by knowledgeable, caring, and passionate people makes for a winning combination. Whether working at our home office in suburban Orlando, Florida, one of our branch offices across the US and London, or with one of our subsidiary companies, the continued growth of our 1,000+ employees is a testament to our belief that great things start with great people!At IOA, we're driven by our mission and core values. We work hard, but we have fun too. Workplace ideals like leading by serving, work/family life balance, and giving back to our community aren't just clichés here – they're a part of who we are. We believe in helping people grow, develop and achieve their professional goals, so when you join the IOA team you truly become a partner in our shared success.Great Reasons to Work at IOA include:Great benefits, including company paid health insurancePaid time off for holidays, vacations, and sick time401K with an employer matchParticipation in our employee stock planOpportunities for professional growth and career progressionA culture that emphasizes respect for every individualCompany commitment to work/family life balance and community serviceTeammates who share your drive for excellenceKnowing every day you are helping our clients protect their families and businessesPurpose:The HR Business Analyst will function in a role supporting the Human Resources Department, reporting to the Human Resources Manager. As the analyst, you will be the point person to maintain, report, and reconcile information as deemed necessary. You will work closely with HR leadership and Executive leadership to ensure accurate employee data collection, manage reporting, and provide Human capital reports/dashboards to senior leaders the information to make accurate business decisions.The HR Business Analyst will assist with the implementation and support of business information systems across multiple departments. Identify problems and opportunities within the HR department and provide solutions that help achieve the business' goals.Essential Duties:Governing employee data collection, reporting, and presentation of necessary analyticsData analysis functions include, but are not limited to operational analysis, validation, cleansing, and reportingRetrieving and analyzing information/data from various sources including manual files, internal systems, and external websitesTracking key informational statistics and metrics, and monitoring/measuring program performance, as well as themes or trendsDocumenting reporting requirements and operational processesCreating a detailed business analysis, outlining problems, opportunities and solutionsConducting routine compensation analyses and other related analysesAssisting with ad-hoc projects for various levels of management, including but not limited to:Budgeting and forecastingPlanning and monitoringFinancial modelingVariance AnalysisPricingReportingDefining business requirements and reporting back to stakeholdersRequirements:Bachelor's degree or 2 to 4 years' experience in Business, Statistics, Economics, or strong analytical related fieldExceptional strategic thinking multitasking ability and the drive to execute against strategy with a sense of urgency and attention to detailOutstanding verbal/written communication skills, interpersonal skills, and the ability to connect with and positively influence othersProven analytical background, with demonstrated ability to work with large amounts of data alongside senior decision-makersDigitally proficient with advanced knowledge of MS Office products including Excel (pivot tables and advanced formulas) PowerPointExceptional personal character, including a strong work ethic, positive attitude, and willingness to assist others at all timesIf you're ready to take a leap forward in your career, please click below to apply. Any candidates meeting the qualification requirements for the Business Analyst (Human Resources Department) position will be contacted. We're looking forward to hearing from you!IOA is an Equal Opportunity Employer, and has been recognized as a great place to work by Business Insurance magazine, Florida Trend, and the Orlando Sentinel.To learn more, please visit us at www.ioausa.com.UEtaSzgrnw",3.5,data_analyst,"Insurance Office of America Longwood, FL 32750",-81.3870031,28.6928388
Business Analyst (Medicaid),WellCare,"Tampa, FL 33634","At WellCare, we are a passionate team with a strong mission and a focused purpose: to serve our members and local communities in which they live while helping them lead better, healthier lives. Our culture is one of empowerment, teamwork and commitment as we all work together to deliver cost-effective solutions that create positive outcomes for our members. Join us in a career that inspires passion and purpose across all levels and disciplines within our award-winning organization.Location: Tampa, FL (Henderson Rd.)Department: HS-Quality & AnalyticsReports to: Director, Quality ImprovementIdentifies and recommends operational improvement opportunities through reporting, process and trend analysis. Develops ad-hoc reports for data analysis to support initiatives. Interacts with Management to recommend next-level operational strategies.Essential Functions:Develops ad-hoc reports to conduct data analysis and validation.Researches methodologies and conducts metric reporting.Analyzes trends to recommend process and/or operational improvements.Prepares detail and summary level reports including written interpretation of analytic results.Presents results to management, including data-driven business recommendations and alternatives.Evaluates financial impact of implemented initiatives.Performs other duties as assigned.Additional Responsibilities:Candidate Education:Required A High School or GEDPreferred A Bachelor's Degree in a related fieldCandidate Experience:Required 2 years of experience in strong analytics, preferably healthcareCandidate Skills:Intermediate Demonstrated written communication skillsIntermediate Demonstrated interpersonal/verbal communication skillsIntermediate Ability to analyze and interpret financial data in order to coordinate the preparation of financial recordsIntermediate Ability to work as part of a teamIntermediate Ability to work independentlyIntermediate Ability to work in a fast paced environment with changing prioritiesIntermediate Demonstrated organizational skillsIntermediate Other Ability to remain calm under pressureIntermediate Other Ability to work overtime as requiredTechnical Skills:Required Intermediate Microsoft OutlookRequired Intermediate Microsoft WordRequired Intermediate Microsoft PowerPointRequired Advanced Microsoft ExcelRequired Advanced Microsoft AccessPreferred Intermediate SQL Server SystemPreferred Intermediate SidewinderPreferred Beginner Statistical Analysis Systems (SAS)Preferred Intermediate Unix Operating SystemPreferred Intermediate Other Knowledge of Crystal, Diamond, CognosPreferred Intermediate Other Knowledge of PC environmentPreferred Intermediate Oracle Database Management System (DBMS)Preferred Beginner Other TabLeauPreferred Beginner Statistical Analysis Systems (SAS)About usHeadquartered in Tampa, Fla., WellCare Health Plans, Inc. (NYSE: WCG) focuses primarily on providing government-sponsored managed care services to families, children, seniors and individuals with complex medical needs primarily through Medicaid, Medicare Advantage and Medicare Prescription Drug Plans, as well as individuals in the Health Insurance Marketplace. WellCare serves approximately 5.5 million members nationwide as of September 30, 2018. WellCare is a Fortune 500 company that employs nearly 12,000 associates across the country and was ranked a ""World's Most Admired Company"" in 2018 by Fortune magazine. For more information about WellCare, please visit the company's website at www.wellcare.com. EOE: All qualified applicants shall receive consideration for employment without regard to race, color, religion, creed, age, sex, pregnancy, veteran status, marital status, sexual orientation, gender identity or expression, national origin, ancestry, disability, genetic information, childbirth or related medical condition or other legally protected basis protected by applicable federal or state law except where a bona fide occupational qualification applies. Comprehensive Health Management, Inc. is an equal opportunity employer, M/F/D/V/SO.",3.5,data_analyst,"WellCare Tampa, FL 33634",-82.553457,27.9795916
Business Analyst - Technology,Baker McKenzie,"Tampa, FL","Baker McKenzie helps clients overcome the challenges of competing in the global economy. We solve complex legal problems across borders and practice areas. Our unique culture, developed over 65 years, enables our people to understand local markets and navigate multiple jurisdictions, working together as trusted colleagues and friends to instill confidence in our clients. This is an exciting time to join us as we invest in and further develop our Professional & Business Services organization, providing rewarding and challenging career opportunities in all of our world-class business functions.We are building a team to provide world-class innovative, creative and efficient business services to our Firm and clients. As an innovative hub connected with the Firm's offices globally, Baker McKenzie's Tampa Center will provide all aspects of business support for the Firm and its global clients in the areas of Alternative Legal Services, Finance, Technology, Knowledge, Operations, Business Development, Marketing and Communications, and People.Our clients are facing more competition and challenges, which demands faster, commercially sound responses, more competitive prices, better quality, continuous innovation and higher levels of legal and business knowledge. The Tampa Center will help us continue to deliver precisely that, by centralizing many of our services in an appealing market.Role:The Business Analyst - Technology will be involved at some level throughout the entire system, application or software development life cycle.The Business Analyst - Technology will serve as the conduit between our internal clients (legal and business services teams) and technology teams. In every way, the Business Analyst must be able to fulfil or bridge business requirements processes including; elicitation, gathering, documentation, revisions, system analysis, feasibility, and user experience (U/X).The Analyst will also be responsible for creating wireframes, rapid prototyping, UI specifications, sitemaps, task flow/analysis, and user scenarios in support of larger initiatives; ensure that the U/X interactions support business and user needs, create engaging experiences, and meet technical requirements.Responsibilities:Create and revise Business Requirements Documents (BRDs); thereby translating business requirements into functional specificationsIdentify and document system flows, data flows, and integrationsCreate prototypes, wireframes, mock-ups, storyboards, user personas, task flows, data flowsIdentify & recommend process, user experience design, and integration improvementsCollaborate with developers and technical staff to understand technologies relevant to prototyping and requirements definitions.This is a global role requiring regular work outside normal business hours to communicate with people in multiple time zonesServing as a liaison to the following;Development Managers - works closely to consistently understand and deliver material requirements for development effortsProject Managers - identifies resource capacity and significant scope changes that effect timelinesBusiness Stakeholders - maintains a close working relationship to elicit business requirements and discuss scoping decisionsEnterprise Architecture & Security - collaborates early on during business requirements to acknowledge data transfer plans or requests as well as taking into consideration the necessary internal security processes and proceduresProduct Managers - within the Applications Team, for system lifecycle continuityIT Service Delivery Team - with Regional Directors, and key roles for project implementations (ie, Training)Skills and Experience:Bachelor’s degree information systems, visual design, business management, or a related field or equivalent work experienceExperience in a business analysis role is highly desirableExperience in a legal environment is highly desirableExperience working for a Partnership is highly desirableGlobal thinking and experience is preferredConsulting experience is preferredStrong experience in the development of typical UI deliverables; BRDs, Personas, Use Cases, Task Flows, Site Architecture, Wireframes, and Best Practices Research & HeuristicsExperience in Creative Agencies or Professional Services preferred. Excellent UI design skills and a demonstrable track record of designing interfaces and writing detailed specifications for products to ease the customer review and communication phase, as well as shorten the development time spent on U/X and design requirementsFluency in UI deliverable creation tools such as Adobe Suite/Visio Experience or Axure with creation of complex interactional or transactional interfaces and Prototypes (Paper or Interactive). Familiar with rich media, web 2.0 , and mobile interface design best practices/graphic artsStrong Microsoft skills (i.e., Team Foundation Server, Word, Excel, Visio, PowerPoint, MS Project)Knowledge of B2B systems technologies (including SQL & SharePoint)Excellent communication skills with both team members and internal business constituents; comfortable mediating between user needs, business objectives, and technical feasibilityContinued drive for excellence and high quality, despite frequent iterations, changes in priority, scope and stakeholdersExperience RequiredWe are committed to promoting diversity and inclusion for all. Our unique international culture is reflected in the drawing together of a worldwide family of individuals from diverse cultures and backgrounds in all of our offices. We encourage the best people - regardless of race, religion or belief if any, gender, gender identity, disability, sexual orientation or age - to fulfil their professional aspirations with us. Proactive and motivated approach",4,data_analyst,"Baker McKenzie Tampa, FL",-77.0379298,38.9009642
Clinical Data Analyst,MCR Health,"Palmetto, FL 34221 (Uptown area)","Are you an experienced report writer or data analyst looking to help your friends, family, and neighbors get better healthcare services? Would you like to use your skills with data analytics to find trends and patterns in clinical care to improve clinical outcomes & safety for our patients?If yes – then come join us at MCR Health where you will be able to provide exceptional service to our patients. Our new team members earn 15 days of paid time off and 9 paid holidays their first year!As part of this role, you will: · Track and trend patient information· Extract and integrate raw data to create actionable reports· Identify clinical data trends and patterns related to clinical outcomesLocation:  Palmetto, FLWhat you need to bring to this role: · Associate degree in health informatics or related field required (bachelor’s preferred)· 2+ years’ experience extracting, collating, and generating reports required (preferably in a health setting)· 1+ years’ experience analyzing data for trends, patterns, and discrepancies required (preferably with clinical data)· Mastery of Microsoft Office Suite required· 1+ years’ experience using data analysis software preferred· Project management experience beneficial· Bilingual (Spanish/English) a plus· Must be comfortable and adept with technology· Must be flexible, resourceful, and able to troubleshoot· Must be able to handle multiple tasks simultaneously and set priorities· Pride in the job you do and the image you present to your internal and external customers· A positive can-do attitudeMCR Health is a drug free workplace. All job applicants selected for employment are required to submit to a pre-employment drug test and background check.Job Type: Full-timeExperience:data extraction/reporting: 2 years (Required)data analysis: 1 year (Required)Education:Bachelor's (Required)Work authorization:United States (Required)Application Question: * Have you ever worked for MCR Health, Manatee County Rural Health Services or any of its divisions/subsidiaries?At MCR we complete criminal background checks as part of our hiring process. Have you been convicted or received deferred adjudication for a crime under any state or federal law?",2.799999952316284,data_analyst,"MCR Health Palmetto, FL 34221 (Uptown area)",-82.5726252,27.5178734
Strategic Data Analyst,Healthfirst,"Lake Mary, FL 32746 (North Point area)","DescriptionThe Operations Strategic Data Analyst embraces complex, disparate data sets and leading technologies – including Amazon Web Services, Redshift, Alteryx, and Tableau – to design data models, craft scoring methodologies and develop algorithms that inform the leaders of our business on our performance. This individual will be working directly on Healthfirst strategic initiatives to identify solutions that have visibility at the highest levels of the company.To view the video job description, watch here -> https://video.digi-me.com/healthfirst/jobs/it/strategic-data-analyst/N40002Operate with intellectual curiosity and critically assess existing processes and procedures to identify opportunities for improvementDevelop complex analyses requiring the integration of multiple data sources, evaluation of data quality, and standardization of data to consistent format/structureCreate advanced queries and reports that extract data to support business teams’ needs, including working with nesting tables and temp tables and writing multiple conditions against varying data sets)Summarize and present data outcomes, recommendations, and methodology to analytics leadership, department leadership, and enterprise stakeholdersLearn, adopt and leverage leading analytical tools and technologies to further the maturity of departmental analytics at-large which may include the development of procedures in Amazon Redshift, workflows in Alteryx, or other solutions as requiredHold oneself accountable for the accuracy, completeness, quality, and relevance of deliverables in order to own responsibility for work product and consider these factors in the end-to-end analytical process, from data gathering to analysis to formatting and presentationEmploy best practices in documentation, coding style and comments to facilitate persistence, reusability, and scalability of your solutionsDocument and escalate data issues as appropriateExhibit collaborative attitude, willingness to work with others on data projects that included working team(s) made of cross departmental/interdisciplinary usersAdditional duties as assignedMinimum Qualifications:Bachelor’s degree from an accredited institution or equivalent relevant work experienceWorking experience exhibiting strong critical thinking and analytical skillsAdvanced MS Excel skills that include creating pivot tables, macros, utilizing v/h lookups and VBAFamiliarity with writing SQL (and/or SAS) queries for analyzing data and establishing business rules and requirementsFamiliarity with relational database structures, theories, principles and practicesFamiliarity with data models and/or data modellingAbility to understand the data lifecycle within the organization and its impact on the businessExperience working in a team-oriented, collaborative environmentAbility to communicate effectively verbally and in writing while demonstrating good grammar, spelling and punctuation skillsWork experience requiring meticulous attention to detailPreferred Qualifications:Degree in Mathematics, Computer Science, Data Sciences, Engineering, Business Analytics, Informatics, or similar concentrationExperience working with SQL in a professional environmentExperience with Alteryx, Tableau, Amazon Redshift, QlikView, or other similar tools/platformsFamiliarity with statistical principles, such as standard deviations, normal distributions, and regressionsFamiliarity with Python and/or RFamiliarity with healthcare dataBalances working independently with an understanding of when to escalate with questions/issuesAbility to work effectively with both business and technical stakeholdersCompliance & Regulatory Responsibilities: N/ALicense/Certification: N/AWE ARE AN EQUAL OPPORTUNITY EMPLOYER. Applicants and employees are considered for positions and are evaluated without regard to mental or physical disability, race, color, religion, gender, national origin, age, genetic information, military or veteran status, sexual orientation, marital status or any other protected Federal, State/Province or Local status unrelated to the performance of the work involved.If you have a disability under the Americans with Disability Act or a similar law, and want a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to careers@Healthfirst.org or calling 212-519-1798 . In your email please include a description of the accommodation you are requesting and a description of the position for which you are applying. Only reasonable accommodation requests related to applying for a position within Healthfirst Management Services will be reviewed at the e-mail address and phone number supplied. Thank you for considering a career with Healthfirst Management Services.EEO Law Poster and Supplement",3.5,data_analyst,"Healthfirst Lake Mary, FL 32746 (North Point area)",-81.36350399999999,28.743154
HRIS Analyst,Greater Orlando Aviation Authority,"Orlando, FL 32827 (Orlando International Airport area)","POSITION SUMMARY:Perform day-to-day input of changes to process reports in the HRIS for system updates and payroll purposes; maintain interface for payroll transmissions and data integrity for synchronization of HR systems. Generate and analyze data to create accurate reports and perform statistical analysis, forecasting, and other functions useful to strategic management of the Human Resources operations. Provide end user support for Talent Management System. Assist in the evaluation of new Human Resources Information System (HRIS) applications, and upgrades and enhancements to existing systems. Assist with the coordination and administration of Retirement Benefits.MINIMUM REQUIREMENTS:Bachelors degree in Information Systems, Human Resource Management, Public or Business Administration, or a closely related field and two (2) years of professional experience in system administration and maintenance of Human Resources computer systems with HRIS experience, or an equivalent combination of education, training, and experience. Human Resources experience in multiple disciplines required. Experience with Oracle HR, ADP Workforce Now and Cornerstone On Demand Talent Management Suite preferred.General knowledge and understanding of Human Resources practices and procedures.Specific knowledge in HRIS, HR processes, data entry and analysis, and other data-related areas of the Human Resources function.Extensive knowledge of and ability to use standard PC equipment and software, including Oracle, ADP, report writing systems, Microsoft Word, Excel and Access applications.Must have the ability to type and input data quickly and accurately, use word processing and other personal computer and office equipment skillfully.Must have excellent oral and written communication skills. Ability to maintain professionalism and diplomacy at all times while interacting with the public and Aviation Authority management and employees.Must have a high degree of attention to detail.Must be able to effectively prioritize workload and work effectively with interruptions and changing priorities.Job Type: Full-timeSalary: $51,708.80 to $67,995.20 /yearExperience:Oracle HR: 2 years (Preferred)ADP Workforce Now: 2 years (Preferred)Cornerstone On Demand TMS: 2 years (Preferred)HRIS: 2 years (Required)Human Resources: 2 years (Required)Education:Bachelor's (Preferred)License:Florida Driver (Preferred)Work authorization:United States (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleProfessional development assistanceTuition reimbursementSchedule:Monday to FridayNo weekendsDay shift8 hour shift",1,data_analyst,"Greater Orlando Aviation Authority Orlando, FL 32827 (Orlando International Airport area)",-81.3080758,28.4310857
Clinical Data Analyst,MCR Health,"Palmetto, FL 34221 (Uptown area)","Are you an experienced report writer or data analyst looking to help your friends, family, and neighbors get better healthcare services? Would you like to use your skills with data analytics to find trends and patterns in clinical care to improve clinical outcomes & safety for our patients?If yes – then come join us at MCR Health where you will be able to provide exceptional service to our patients. Our new team members earn 15 days of paid time off and 9 paid holidays their first year!As part of this role, you will: · Track and trend patient information· Extract and integrate raw data to create actionable reports· Identify clinical data trends and patterns related to clinical outcomesLocation:  Palmetto, FLWhat you need to bring to this role: · Associate degree in health informatics or related field required (bachelor’s preferred)· 2+ years’ experience extracting, collating, and generating reports required (preferably in a health setting)· 1+ years’ experience analyzing data for trends, patterns, and discrepancies required (preferably with clinical data)· Mastery of Microsoft Office Suite required· 1+ years’ experience using data analysis software preferred· Project management experience beneficial· Bilingual (Spanish/English) a plus· Must be comfortable and adept with technology· Must be flexible, resourceful, and able to troubleshoot· Must be able to handle multiple tasks simultaneously and set priorities· Pride in the job you do and the image you present to your internal and external customers· A positive can-do attitudeMCR Health is a drug free workplace. All job applicants selected for employment are required to submit to a pre-employment drug test and background check.Job Type: Full-timeExperience:data extraction/reporting: 2 years (Required)data analysis: 1 year (Required)Education:Bachelor's (Required)Work authorization:United States (Required)Application Question: * Have you ever worked for MCR Health, Manatee County Rural Health Services or any of its divisions/subsidiaries?At MCR we complete criminal background checks as part of our hiring process. Have you been convicted or received deferred adjudication for a crime under any state or federal law?",2.799999952316284,data_analyst,"MCR Health Palmetto, FL 34221 (Uptown area)",-82.5726252,27.5178734
HRIS Analyst,Greater Orlando Aviation Authority,"Orlando, FL 32827 (Orlando International Airport area)","POSITION SUMMARY:Perform day-to-day input of changes to process reports in the HRIS for system updates and payroll purposes; maintain interface for payroll transmissions and data integrity for synchronization of HR systems. Generate and analyze data to create accurate reports and perform statistical analysis, forecasting, and other functions useful to strategic management of the Human Resources operations. Provide end user support for Talent Management System. Assist in the evaluation of new Human Resources Information System (HRIS) applications, and upgrades and enhancements to existing systems. Assist with the coordination and administration of Retirement Benefits.MINIMUM REQUIREMENTS:Bachelors degree in Information Systems, Human Resource Management, Public or Business Administration, or a closely related field and two (2) years of professional experience in system administration and maintenance of Human Resources computer systems with HRIS experience, or an equivalent combination of education, training, and experience. Human Resources experience in multiple disciplines required. Experience with Oracle HR, ADP Workforce Now and Cornerstone On Demand Talent Management Suite preferred.General knowledge and understanding of Human Resources practices and procedures.Specific knowledge in HRIS, HR processes, data entry and analysis, and other data-related areas of the Human Resources function.Extensive knowledge of and ability to use standard PC equipment and software, including Oracle, ADP, report writing systems, Microsoft Word, Excel and Access applications.Must have the ability to type and input data quickly and accurately, use word processing and other personal computer and office equipment skillfully.Must have excellent oral and written communication skills. Ability to maintain professionalism and diplomacy at all times while interacting with the public and Aviation Authority management and employees.Must have a high degree of attention to detail.Must be able to effectively prioritize workload and work effectively with interruptions and changing priorities.Job Type: Full-timeSalary: $51,708.80 to $67,995.20 /yearExperience:Oracle HR: 2 years (Preferred)ADP Workforce Now: 2 years (Preferred)Cornerstone On Demand TMS: 2 years (Preferred)HRIS: 2 years (Required)Human Resources: 2 years (Required)Education:Bachelor's (Preferred)License:Florida Driver (Preferred)Work authorization:United States (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleProfessional development assistanceTuition reimbursementSchedule:Monday to FridayNo weekendsDay shift8 hour shift",1,data_analyst,"Greater Orlando Aviation Authority Orlando, FL 32827 (Orlando International Airport area)",-81.3080758,28.4310857
